,Location,FIPS,Life Expectancy,County name,"Total per enrollee (age, sex, race adjusted)","Total per enrollee (age, sex, race, price adjusted)"
37,"Lamar County, Alabama",1075,74.83,AL-Lamar County,"9,622 ","11,227 "
38,"Lauderdale County, Alabama",1077,76.50,AL-Lauderdale County,"7,983 ","9,753 "
39,"Lawrence County, Alabama",1079,74.33,AL-Lawrence County,"9,456 ","10,960 "
40,"Lee County, Alabama",1081,76.52,AL-Lee County,"7,851 ","9,125 "
41,"Limestone County, Alabama",1083,77.21,AL-Limestone County,"9,615 ","10,833 "
42,"Lowndes County, Alabama",1085,72.57,AL-Lowndes County,"9,057 ","10,844 "
43,"Macon County, Alabama",1087,72.81,AL-Macon County,"7,003 ","8,423 "
44,"Madison County, Alabama",1089,78.07,AL-Madison County,"9,317 ","10,489 "
45,"Marengo County, Alabama",1091,74.68,AL-Marengo County,"8,635 ","10,069 "
46,"Marion County, Alabama",1093,74.54,AL-Marion County,"9,750 ","11,435 "
47,"Marshall County, Alabama",1095,74.53,AL-Marshall County,"9,862 ","11,530 "
48,"Mobile County, Alabama",1097,75.13,AL-Mobile County,"8,851 ","10,484 "
49,"Monroe County, Alabama",1099,74.97,AL-Monroe County,"8,185 ","9,777 "
50,"Montgomery County, Alabama",1101,75.83,AL-Montgomery County,"8,370 ","9,811 "
51,"Morgan County, Alabama",1103,76.21,AL-Morgan County,"9,093 ","10,462 "
52,"Perry County, Alabama",1105,72.31,AL-Perry County,"8,490 ","9,882 "
53,"Pickens County, Alabama",1107,74.55,AL-Pickens County,"8,871 ","10,022 "
54,"Pike County, Alabama",1109,74.90,AL-Pike County,"8,764 ","10,443 "
55,"Randolph County, Alabama",1111,74.65,AL-Randolph County,"8,528 ","9,865 "
56,"Russell County, Alabama",1113,74.43,AL-Russell County,"9,197 ","10,347 "
57,"Saint Clair County, Alabama",1115,74.98,AL-St. Clair County,"10,029 ","11,387 "
58,"Shelby County, Alabama",1117,79.53,AL-Shelby County,"9,771 ","11,010 "
59,"Sumter County, Alabama",1119,74.82,AL-Sumter County,"7,931 ","9,510 "
60,"Talladega County, Alabama",1121,74.29,AL-Talladega County,"9,729 ","11,504 "
61,"Tallapoosa County, Alabama",1123,75.01,AL-Tallapoosa County,"9,535 ","11,427 "
62,"Tuscaloosa County, Alabama",1125,75.80,AL-Tuscaloosa County,"9,566 ","10,984 "
63,"Walker County, Alabama",1127,71.57,AL-Walker County,"10,226 ","11,550 "
64,"Washington County, Alabama",1129,74.82,AL-Washington County,"9,626 ","11,794 "
65,"Wilcox County, Alabama",1131,72.21,AL-Wilcox County,"7,874 ","9,289 "
66,"Winston County, Alabama",1133,74.51,AL-Winston County,"10,565 ","12,143 "
67,"Aleutians East Borough, Alaska",2013,83.73,AK-Aleutians East Borough,"8,543 ","6,797 "
68,"Aleutians West Census Area, Alaska",2016,83.73,"AK-Aleutians West Census
Area","8,542 ","6,723 "
69,"Anchorage Municipality, Alaska",2020,78.68,AK-Anchorage Municipality,"8,752 ","7,224 "
70,"Bethel Census Area, Alaska",2050,74.29,AK-Bethel Census Area,"8,820 ","6,234 "
71,"Bristol Bay Borough, Alaska",2060,76.70,AK-Bristol Bay Borough,"8,755 ","6,516 "
72,"Denali Borough, Alaska",2068,74.50,AK-Denali Borough,"7,721 ","6,208 "
73,"Dillingham Census Area, Alaska",2070,75.15,AK-Dillingham Census Area,"10,283 ","5,732 "
74,"Fairbanks North Star Borough, Alaska",2090,79.35,"AK-Fairbanks North Star
Borough","8,125 ","6,186 "
75,"Haines Borough, Alaska",2100,79.65,AK-Haines Borough,"9,604 ","7,370 "
76,"Hoonah-Angoon Census Area, Alaska",2105,79.90,"AK-Hoonah-Angoon Census
Area","9,006 ","6,385 "
77,"Juneau City and Borough, Alaska",2110,80.35,AK-Juneau City and Borough,"8,438 ","6,709 "
78,"Kenai Peninsula Borough, Alaska",2122,78.61,AK-Kenai Peninsula Borough,"10,907 ","8,193 "
79,"Ketchikan Gateway Borough, Alaska",2130,78.19,"AK-Ketchikan Gateway
Borough","10,854 ","8,724 "
80,"Kodiak Island Borough, Alaska",2150,79.59,AK-Kodiak Island Borough,"10,376 ","8,499 "
81,"Kusilvak Census Area, Alaska",2158,70.83,,,
82,"Lake and Peninsula Borough, Alaska",2164,75.15,"AK-Lake and Peninsula
Borough","10,378 ","8,129 "
83,"Matanuska-Susitna Borough, Alaska",2170,78.11,"AK-Matanuska-Susitna
Borough","9,486 ","7,501 "
84,"Nome Census Area, Alaska",2180,72.63,AK-Nome Census Area,"17,628 ","10,386 "
85,"North Slope Borough, Alaska",2185,77.09,AK-North Slope Borough,"18,470 ","11,092 "
86,"Northwest Arctic Borough, Alaska",2188,74.51,AK-Northwest Arctic Borough,"14,234 ","8,781 "
87,"Petersburg Borough, Alaska",2195,78.19,AK-Petersburg Census Area,"10,616 ","7,940 "
88,"Prince of Wales-Hyder Census Area, Alaska",2198,78.19,"AK-Prince of Wales-Hyder
Census Area","10,903 ","8,435 "
89,"Sitka City and Borough, Alaska",2220,79.94,AK-Sitka City and Borough,"18,077 ","10,750 "
90,"Skagway Municipality, Alaska",2230,79.90,AK-Skagway Municipality,"5,623 ","4,952 "
91,"Southeast Fairbanks Census Area, Alaska",2240,77.77,"AK-Southeast Fairbanks
Census Area","8,255 ","6,178 "
92,"Valdez-Cordova Census Area, Alaska",2261,78.00,"AK-Valdez-Cordova Census
Area","8,945 ","6,811 "
93,"Wrangell City and Borough, Alaska",2275,78.19,AK-Wrangell City and Borough,"13,369 ","11,135 "
94,"Yakutat City and Borough, Alaska",2282,79.90,AK-Yakutat City and Borough,"13,713 ","9,857 "
95,"Yukon-Koyukuk Census Area, Alaska",2290,74.50,"AK-Yukon-Koyukuk Census
Area","7,756 ","5,713 "
96,"Apache County, Arizona",4001,74.28,AZ-Apache County,"9,328 ","8,463 "
97,"Cochise County, Arizona",4003,78.83,AZ-Cochise County,"8,573 ","8,248 "
98,"Coconino County, Arizona",4005,79.40,AZ-Coconino County,"9,682 ","8,391 "
99,"Gila County, Arizona",4007,76.26,AZ-Gila County,"9,378 ","9,221 "
100,"Graham County, Arizona",4009,77.52,AZ-Graham County,"8,706 ","8,187 "
101,"Greenlee County, Arizona",4011,78.25,AZ-Greenlee County,"8,321 ","7,874 "
102,"La Paz County, Arizona",4012,80.68,AZ-La Paz County,"9,035 ","8,899 "
103,"Maricopa County, Arizona",4013,80.06,AZ-Maricopa County,"10,104 ","10,003 "
104,"Mohave County, Arizona",4015,75.71,AZ-Mohave County,"9,532 ","9,275 "
105,"Navajo County, Arizona",4017,75.71,AZ-Navajo County,"9,084 ","8,319 "
106,"Pima County, Arizona",4019,79.46,AZ-Pima County,"8,710 ","8,711 "
107,"Pinal County, Arizona",4021,80.17,AZ-Pinal County,"10,150 ","10,127 "
108,"Santa Cruz County, Arizona",4023,81.97,AZ-Santa Cruz County,"6,684 ","6,554 "
109,"Yavapai County, Arizona",4025,79.02,AZ-Yavapai County,"8,658 ","8,255 "
110,"Yuma County, Arizona",4027,80.68,AZ-Yuma County,"10,168 ","9,906 "
111,"Arkansas County, Arkansas",5001,74.57,AR-Arkansas County,"8,371 ","9,594 "
112,"Ashley County, Arkansas",5003,74.72,AR-Ashley County,"10,295 ","11,789 "
113,"Baxter County, Arkansas",5005,76.94,AR-Baxter County,"8,007 ","9,351 "
114,"Benton County, Arkansas",5007,79.39,AR-Benton County,"8,981 ","9,858 "
115,"Boone County, Arkansas",5009,77.22,AR-Boone County,"7,870 ","8,961 "
116,"Bradley County, Arkansas",5011,74.49,AR-Bradley County,"10,339 ","12,090 "
117,"Calhoun County, Arkansas",5013,75.71,AR-Calhoun County,"9,474 ","10,769 "
118,"Carroll County, Arkansas",5015,77.97,AR-Carroll County,"8,184 ","9,021 "
119,"Chicot County, Arkansas",5017,73.35,AR-Chicot County,"10,611 ","12,450 "
120,"Clark County, Arkansas",5019,75.90,AR-Clark County,"7,766 ","9,131 "
121,"Clay County, Arkansas",5021,74.77,AR-Clay County,"9,749 ","11,968 "
122,"Cleburne County, Arkansas",5023,77.43,AR-Cleburne County,"7,631 ","8,866 "
123,"Cleveland County, Arkansas",5025,76.09,AR-Cleveland County,"9,939 ","10,975 "
124,"Columbia County, Arkansas",5027,74.65,AR-Columbia County,"9,004 ","10,180 "
125,"Conway County, Arkansas",5029,76.13,AR-Conway County,"7,814 ","9,074 "
126,"Craighead County, Arkansas",5031,76.04,AR-Craighead County,"9,664 ","11,118 "
127,"Crawford County, Arkansas",5033,75.97,AR-Crawford County,"9,406 ","10,813 "
128,"Crittenden County, Arkansas",5035,72.31,AR-Crittenden County,"9,618 ","10,301 "
129,"Cross County, Arkansas",5037,73.87,AR-Cross County,"9,430 ","11,300 "
130,"Dallas County, Arkansas",5039,74.44,AR-Dallas County,"8,712 ","10,024 "
131,"Desha County, Arkansas",5041,73.83,AR-Desha County,"10,349 ","11,810 "
132,"Drew County, Arkansas",5043,75.69,AR-Drew County,"9,677 ","11,047 "
133,"Faulkner County, Arkansas",5045,77.23,AR-Faulkner County,"9,016 ","10,210 "
134,"Franklin County, Arkansas",5047,75.51,AR-Franklin County,"9,198 ","10,482 "
135,"Fulton County, Arkansas",5049,76.31,AR-Fulton County,"9,299 ","11,242 "
136,"Garland County, Arkansas",5051,75.66,AR-Garland County,"9,424 ","10,706 "
137,"Grant County, Arkansas",5053,75.93,AR-Grant County,"9,644 ","10,851 "
138,"Greene County, Arkansas",5055,75.06,AR-Greene County,"9,404 ","10,891 "
139,"Hempstead County, Arkansas",5057,75.08,AR-Hempstead County,"8,894 ","10,261 "
140,"Hot Spring County, Arkansas",5059,75.61,AR-Hot Spring County,"9,461 ","10,893 "
141,"Howard County, Arkansas",5061,74.84,AR-Howard County,"9,181 ","10,681 "
142,"Independence County, Arkansas",5063,75.69,AR-Independence County,"9,614 ","11,213 "
143,"Izard County, Arkansas",5065,75.92,AR-Izard County,"8,640 ","10,334 "
144,"Jackson County, Arkansas",5067,73.76,AR-Jackson County,"10,076 ","11,734 "
145,"Jefferson County, Arkansas",5069,74.18,AR-Jefferson County,"9,144 ","10,037 "
146,"Johnson County, Arkansas",5071,76.48,AR-Johnson County,"8,129 ","9,124 "
147,"Lafayette County, Arkansas",5073,74.14,AR-Lafayette County,"9,115 ","10,620 "
148,"Lawrence County, Arkansas",5075,74.83,AR-Lawrence County,"9,861 ","12,373 "
149,"Lee County, Arkansas",5077,73.71,AR-Lee County,"8,252 ","9,173 "
150,"Lincoln County, Arkansas",5079,76.27,AR-Lincoln County,"8,980 ","9,960 "
151,"Little River County, Arkansas",5081,74.98,AR-Little River County,"11,251 ","12,683 "
152,"Logan County, Arkansas",5083,75.60,AR-Logan County,"8,920 ","10,041 "
153,"Lonoke County, Arkansas",5085,75.86,AR-Lonoke County,"9,264 ","10,475 "
154,"Madison County, Arkansas",5087,76.42,AR-Madison County,"8,690 ","9,351 "
155,"Marion County, Arkansas",5089,76.57,AR-Marion County,"8,300 ","9,775 "
156,"Miller County, Arkansas",5091,75.69,AR-Miller County,"9,905 ","11,354 "
157,"Mississippi County, Arkansas",5093,72.66,AR-Mississippi County,"9,707 ","11,022 "
158,"Monroe County, Arkansas",5095,73.72,AR-Monroe County,"8,633 ","9,718 "
159,"Montgomery County, Arkansas",5097,77.10,AR-Montgomery County,"6,873 ","7,909 "
160,"Nevada County, Arkansas",5099,74.72,AR-Nevada County,"8,450 ","9,783 "
161,"Newton County, Arkansas",5101,77.56,AR-Newton County,"7,041 ","8,005 "
162,"Ouachita County, Arkansas",5103,73.37,AR-Ouachita County,"8,293 ","9,461 "
163,"Perry County, Arkansas",5105,75.51,AR-Perry County,"8,063 ","9,237 "
164,"Phillips County, Arkansas",5107,71.28,AR-Phillips County,"8,269 ","9,262 "
165,"Pike County, Arkansas",5109,75.73,AR-Pike County,"9,655 ","11,160 "
166,"Poinsett County, Arkansas",5111,72.14,AR-Poinsett County,"10,374 ","11,938 "
167,"Polk County, Arkansas",5113,75.60,AR-Polk County,"8,372 ","9,410 "
168,"Pope County, Arkansas",5115,76.81,AR-Pope County,"8,959 ","10,259 "
169,"Prairie County, Arkansas",5117,76.10,AR-Prairie County,"8,953 ","10,211 "
170,"Pulaski County, Arkansas",5119,76.48,AR-Pulaski County,"8,639 ","9,654 "
171,"Randolph County, Arkansas",5121,76.05,AR-Randolph County,"8,705 ","10,204 "
172,"Saint Francis County, Arkansas",5123,73.57,AR-St. Francis County,"8,927 ","9,787 "
173,"Saline County, Arkansas",5125,77.91,AR-Saline County,"8,736 ","9,821 "
174,"Scott County, Arkansas",5127,75.91,AR-Scott County,"8,308 ","9,561 "
175,"Searcy County, Arkansas",5129,76.28,AR-Searcy County,"7,843 ","8,938 "
176,"Sebastian County, Arkansas",5131,76.19,AR-Sebastian County,"9,343 ","10,867 "
177,"Sevier County, Arkansas",5133,75.25,AR-Sevier County,"10,317 ","12,373 "
178,"Sharp County, Arkansas",5135,75.40,AR-Sharp County,"8,949 ","10,423 "
179,"Stone County, Arkansas",5137,76.64,AR-Stone County,"8,455 ","9,798 "
180,"Union County, Arkansas",5139,73.64,AR-Union County,"8,632 ","9,764 "
181,"Van Buren County, Arkansas",5141,77.10,AR-Van Buren County,"8,341 ","9,412 "
182,"Washington County, Arkansas",5143,78.11,AR-Washington County,"8,804 ","9,643 "
183,"White County, Arkansas",5145,75.87,AR-White County,"9,430 ","11,018 "
184,"Woodruff County, Arkansas",5147,73.26,AR-Woodruff County,"9,854 ","11,586 "
185,"Yell County, Arkansas",5149,75.48,AR-Yell County,"9,975 ","11,802 "
186,"Alameda County, California",6001,81.46,CA-Alameda County,"12,115 ","9,279 "
187,"Alpine County, California",6003,79.06,CA-Alpine County,"8,551 ","7,557 "
188,"Amador County, California",6005,79.80,CA-Amador County,"10,136 ","8,239 "
189,"Butte County, California",6007,78.24,CA-Butte County,"10,658 ","9,449 "
190,"Calaveras County, California",6009,79.84,CA-Calaveras County,"10,305 ","8,250 "
191,"Colusa County, California",6011,80.19,CA-Colusa County,"9,051 ","7,547 "
192,"Contra Costa County, California",6013,81.39,CA-Contra Costa County,"11,905 ","9,165 "
193,"Del Norte County, California",6015,76.38,CA-Del Norte County,"9,160 ","8,112 "
194,"El Dorado County, California",6017,81.06,CA-El Dorado County,"10,592 ","8,516 "
195,"Fresno County, California",6019,78.76,CA-Fresno County,"10,583 ","9,431 "
196,"Glenn County, California",6021,78.29,CA-Glenn County,"10,164 ","8,943 "
197,"Humboldt County, California",6023,77.21,CA-Humboldt County,"8,854 ","7,429 "
198,"Imperial County, California",6025,80.42,CA-Imperial County,"10,856 ","9,654 "
199,"Inyo County, California",6027,78.83,CA-Inyo County,"10,454 ","7,958 "
200,"Kern County, California",6029,77.26,CA-Kern County,"12,088 ","10,564 "
201,"Kings County, California",6031,79.21,CA-Kings County,"10,272 ","9,240 "
202,"Lake County, California",6033,75.80,CA-Lake County,"12,113 ","9,446 "
203,"Lassen County, California",6035,78.94,CA-Lassen County,"9,334 ","8,736 "
204,"Los Angeles County, California",6037,81.36,CA-Los Angeles County,"14,309 ","12,498 "
205,"Madera County, California",6039,79.35,CA-Madera County,"9,846 ","8,671 "
206,"Marin County, California",6041,83.80,CA-Marin County,"10,664 ","8,037 "
207,"Mariposa County, California",6043,80.10,CA-Mariposa County,"9,657 ","8,427 "
208,"Mendocino County, California",6045,78.54,CA-Mendocino County,"9,938 ","7,729 "
209,"Merced County, California",6047,78.92,CA-Merced County,"10,852 ","9,063 "
210,"Modoc County, California",6049,77.50,CA-Modoc County,"8,015 ","7,585 "
211,"Mono County, California",6051,82.96,CA-Mono County,"8,663 ","7,173 "
212,"Monterey County, California",6053,81.85,CA-Monterey County,"10,038 ","7,875 "
213,"Napa County, California",6055,80.49,CA-Napa County,"11,159 ","8,884 "
214,"Nevada County, California",6057,81.30,CA-Nevada County,"8,919 ","7,397 "
215,"Orange County, California",6059,82.27,CA-Orange County,"11,938 ","10,712 "
216,"Placer County, California",6061,81.46,CA-Placer County,"10,216 ","8,244 "
217,"Plumas County, California",6063,78.33,CA-Plumas County,"9,400 ","8,487 "
218,"Riverside County, California",6065,80.21,CA-Riverside County,"11,451 ","10,119 "
219,"Sacramento County, California",6067,79.12,CA-Sacramento County,"11,057 ","8,657 "
220,"San Benito County, California",6069,81.77,CA-San Benito County,"11,279 ","8,414 "
221,"San Bernardino County, California",6071,78.65,CA-San Bernardino County,"12,603 ","10,861 "
222,"San Diego County, California",6073,81.43,CA-San Diego County,"10,762 ","9,617 "
223,"San Francisco County, California",6075,81.97,CA-San Francisco County,"11,627 ","8,339 "
224,"San Joaquin County, California",6077,78.10,CA-San Joaquin County,"10,590 ","8,782 "
225,"San Luis Obispo County, California",6079,81.37,CA-San Luis Obispo County,"8,916 ","7,852 "
226,"San Mateo County, California",6081,83.11,CA-San Mateo County,"10,871 ","8,215 "
227,"Santa Barbara County, California",6083,81.65,CA-Santa Barbara County,"9,354 ","8,261 "
228,"Santa Clara County, California",6085,83.14,CA-Santa Clara County,"11,592 ","8,729 "
229,"Santa Cruz County, California",6087,81.37,CA-Santa Cruz County,"10,206 ","7,758 "
230,"Shasta County, California",6089,76.68,CA-Shasta County,"10,304 ","8,652 "
231,"Sierra County, California",6091,79.01,CA-Sierra County,"8,212 ","7,196 "
232,"Siskiyou County, California",6093,77.66,CA-Siskiyou County,"8,803 ","7,118 "
233,"Solano County, California",6095,79.65,CA-Solano County,"11,030 ","8,548 "
234,"Sonoma County, California",6097,81.09,CA-Sonoma County,"11,010 ","8,528 "
235,"Stanislaus County, California",6099,78.25,CA-Stanislaus County,"11,024 ","9,468 "
236,"Sutter County, California",6101,78.99,CA-Sutter County,"10,402 ","8,873 "
237,"Tehama County, California",6103,77.74,CA-Tehama County,"9,873 ","8,349 "
238,"Trinity County, California",6105,77.28,CA-Trinity County,"8,695 ","7,755 "
239,"Tulare County, California",6107,78.30,CA-Tulare County,"10,273 ","9,133 "
240,"Tuolumne County, California",6109,79.28,CA-Tuolumne County,"10,139 ","8,433 "
241,"Ventura County, California",6111,81.71,CA-Ventura County,"11,662 ","10,372 "
242,"Yolo County, California",6113,80.55,CA-Yolo County,"9,631 ","7,537 "
243,"Yuba County, California",6115,76.12,CA-Yuba County,"11,040 ","9,262 "
244,"Adams County, Colorado",8001,80.02,CO-Adams County,"10,300 ","10,127 "
245,"Alamosa County, Colorado",8003,77.43,CO-Alamosa County,"8,364 ","8,315 "
246,"Arapahoe County, Colorado",8005,80.02,CO-Arapahoe County,"10,231 ","10,185 "
247,"Archuleta County, Colorado",8007,82.08,CO-Archuleta County,"7,550 ","7,407 "
248,"Baca County, Colorado",8009,77.95,CO-Baca County,"10,780 ","11,887 "
249,"Bent County, Colorado",8011,76.78,CO-Bent County,"10,572 ","10,770 "
250,"Boulder County, Colorado",8013,80.02,CO-Boulder County,"8,685 ","8,898 "
251,"Broomfield County, Colorado",8014,80.02,CO-Broomfield County,"8,868 ","8,948 "
252,"Chaffee County, Colorado",8015,81.22,CO-Chaffee County,"7,768 ","7,516 "
253,"Cheyenne County, Colorado",8017,79.56,CO-Cheyenne County,"10,114 ","9,544 "
254,"Clear Creek County, Colorado",8019,81.63,CO-Clear Creek County,"8,245 ","8,228 "
255,"Conejos County, Colorado",8021,78.11,CO-Conejos County,"8,062 ","7,602 "
256,"Costilla County, Colorado",8023,77.72,CO-Costilla County,"7,099 ","7,193 "
257,"Crowley County, Colorado",8025,77.94,CO-Crowley County,"9,319 ","9,439 "
258,"Custer County, Colorado",8027,81.46,CO-Custer County,"7,542 ","7,437 "
259,"Delta County, Colorado",8029,78.85,CO-Delta County,"7,041 ","7,156 "
260,"Denver County, Colorado",8031,80.02,CO-Denver County,"9,420 ","9,144 "
261,"Dolores County, Colorado",8033,79.50,CO-Dolores County,"7,890 ","7,376 "
262,"Douglas County, Colorado",8035,83.72,CO-Douglas County,"9,758 ","9,889 "
263,"Eagle County, Colorado",8037,85.94,CO-Eagle County,"9,161 ","8,286 "
264,"El Paso County, Colorado",8041,79.83,CO-El Paso County,"8,648 ","8,870 "
265,"Elbert County, Colorado",8039,81.68,CO-Elbert County,"9,174 ","9,350 "
266,"Fremont County, Colorado",8043,77.86,CO-Fremont County,"8,105 ","7,991 "
267,"Garfield County, Colorado",8045,80.61,CO-Garfield County,"8,687 ","8,100 "
268,"Gilpin County, Colorado",8047,80.79,CO-Gilpin County,"11,480 ","11,395 "
269,"Grand County, Colorado",8049,82.73,CO-Grand County,"8,887 ","8,262 "
270,"Gunnison County, Colorado",8051,81.94,CO-Gunnison County,"8,077 ","7,822 "
271,"Hinsdale County, Colorado",8053,83.66,CO-Hinsdale County,"7,204 ","7,025 "
272,"Huerfano County, Colorado",8055,77.41,CO-Huerfano County,"7,944 ","7,887 "
273,"Jackson County, Colorado",8057,80.54,CO-Jackson County,"7,331 ","7,042 "
274,"Jefferson County, Colorado",8059,80.02,CO-Jefferson County,"9,603 ","9,637 "
275,"Kiowa County, Colorado",8061,78.65,CO-Kiowa County,"11,293 ","10,804 "
276,"Kit Carson County, Colorado",8063,79.52,CO-Kit Carson County,"10,244 ","10,265 "
277,"La Plata County, Colorado",8067,81.57,CO-La Plata County,"7,120 ","7,038 "
278,"Lake County, Colorado",8065,80.11,CO-Lake County,"7,338 ","7,227 "
279,"Larimer County, Colorado",8069,81.72,CO-Larimer County,"8,616 ","8,710 "
280,"Las Animas County, Colorado",8071,77.65,CO-Las Animas County,"8,033 ","8,053 "
281,"Lincoln County, Colorado",8073,79.69,CO-Lincoln County,"9,999 ","10,115 "
282,"Logan County, Colorado",8075,79.50,CO-Logan County,"9,101 ","8,879 "
283,"Mesa County, Colorado",8077,78.77,CO-Mesa County,"7,283 ","7,189 "
284,"Mineral County, Colorado",8079,81.25,CO-Mineral County,"8,202 ","8,613 "
285,"Moffat County, Colorado",8081,78.46,CO-Moffat County,"10,424 ","9,257 "
286,"Montezuma County, Colorado",8083,77.64,CO-Montezuma County,"7,403 ","7,089 "
287,"Montrose County, Colorado",8085,79.59,CO-Montrose County,"6,862 ","6,792 "
288,"Morgan County, Colorado",8087,79.14,CO-Morgan County,"9,429 ","9,125 "
289,"Otero County, Colorado",8089,76.44,CO-Otero County,"8,404 ","8,471 "
290,"Ouray County, Colorado",8091,83.00,CO-Ouray County,"5,996 ","5,980 "
291,"Park County, Colorado",8093,82.37,CO-Park County,"7,436 ","7,445 "
292,"Phillips County, Colorado",8095,80.42,CO-Phillips County,"12,245 ","11,260 "
293,"Pitkin County, Colorado",8097,86.52,CO-Pitkin County,"12,563 ","10,837 "
294,"Prowers County, Colorado",8099,77.69,CO-Prowers County,"10,010 ","10,740 "
295,"Pueblo County, Colorado",8101,77.50,CO-Pueblo County,"9,202 ","9,337 "
296,"Rio Blanco County, Colorado",8103,79.25,CO-Rio Blanco County,"13,344 ","11,211 "
297,"Rio Grande County, Colorado",8105,77.71,CO-Rio Grande County,"8,528 ","8,941 "
298,"Routt County, Colorado",8107,82.73,CO-Routt County,"7,980 ","7,434 "
299,"Saguache County, Colorado",8109,79.75,CO-Saguache County,"6,534 ","6,637 "
300,"San Juan County, Colorado",8111,79.89,CO-San Juan County,"6,644 ","6,498 "
301,"San Miguel County, Colorado",8113,83.73,CO-San Miguel County,"6,203 ","6,025 "
302,"Sedgwick County, Colorado",8115,78.22,CO-Sedgwick County,"9,004 ","9,013 "
303,"Summit County, Colorado",8117,86.83,CO-Summit County,"7,395 ","7,244 "
304,"Teller County, Colorado",8119,80.76,CO-Teller County,"8,010 ","8,121 "
305,"Washington County, Colorado",8121,80.28,CO-Washington County,"8,140 ","7,636 "
306,"Weld County, Colorado",8123,80.02,CO-Weld County,"9,310 ","9,468 "
307,"Yuma County, Colorado",8125,79.43,CO-Yuma County,"11,034 ","10,149 "
308,"Fairfield County, Connecticut",9001,81.80,CT-Fairfield County,"11,596 ","9,961 "
309,"Hartford County, Connecticut",9003,80.08,CT-Hartford County,"10,549 ","9,577 "
310,"Litchfield County, Connecticut",9005,80.74,CT-Litchfield County,"10,453 ","9,372 "
311,"Middlesex County, Connecticut",9007,81.02,CT-Middlesex County,"10,716 ","9,763 "
312,"New Haven County, Connecticut",9009,79.81,CT-New Haven County,"12,329 ","10,457 "
313,"New London County, Connecticut",9011,80.18,CT-New London County,"10,830 ","9,922 "
314,"Tolland County, Connecticut",9013,81.64,CT-Tolland County,"10,019 ","9,290 "
315,"Windham County, Connecticut",9015,79.00,CT-Windham County,"10,874 ","9,823 "
316,"Kent County, Delaware",10001,77.54,DE-Kent County,"10,404 ","10,198 "
317,"New Castle County, Delaware",10003,78.99,DE-New Castle County,"10,261 ","9,696 "
318,"Sussex County, Delaware",10005,78.76,DE-Sussex County,"10,100 ","9,719 "
319,"District of Columbia, District of Columbia",11001,76.86,DC-District of Columbia,"9,601 ","8,846 "
320,"Alachua County, Florida",12001,78.64,FL-Alachua County,"10,130 ","10,066 "
321,"Baker County, Florida",12003,75.25,FL-Baker County,"12,709 ","13,051 "
322,"Bay County, Florida",12005,76.52,FL-Bay County,"10,979 ","12,124 "
323,"Bradford County, Florida",12007,76.07,FL-Bradford County,"11,650 ","12,289 "
324,"Brevard County, Florida",12009,78.52,FL-Brevard County,"10,378 ","11,186 "
325,"Broward County, Florida",12011,80.25,FL-Broward County,"12,559 ","12,605 "
326,"Calhoun County, Florida",12013,75.97,FL-Calhoun County,"10,867 ","12,878 "
327,"Charlotte County, Florida",12015,80.60,FL-Charlotte County,"10,447 ","11,059 "
328,"Citrus County, Florida",12017,76.73,FL-Citrus County,"9,057 ","9,862 "
329,"Clay County, Florida",12019,78.18,FL-Clay County,"11,011 ","11,714 "
330,"Collier County, Florida",12021,83.43,FL-Collier County,"9,260 ","9,563 "
331,"Columbia County, Florida",12023,75.15,FL-Columbia County,"11,365 ","11,630 "
332,"DeSoto County, Florida",12027,79.71,FL-DeSoto County,"11,675 ","12,445 "
333,"Dixie County, Florida",12029,74.79,FL-Dixie County,"11,174 ","11,268 "
334,"Duval County, Florida",12031,76.74,FL-Duval County,"11,553 ","12,217 "
335,"Escambia County, Florida",12033,76.33,FL-Escambia County,"9,601 ","10,682 "
336,"Flagler County, Florida",12035,79.67,FL-Flagler County,"9,876 ","10,375 "
337,"Franklin County, Florida",12037,76.50,FL-Franklin County,"10,238 ","11,001 "
338,"Gadsden County, Florida",12039,74.87,FL-Gadsden County,"8,794 ","9,690 "
339,"Gilchrist County, Florida",12041,76.80,FL-Gilchrist County,"10,857 ","10,876 "
340,"Glades County, Florida",12043,79.75,FL-Glades County,"10,044 ","10,532 "
341,"Gulf County, Florida",12045,76.40,FL-Gulf County,"10,569 ","11,576 "
342,"Hamilton County, Florida",12047,75.92,FL-Hamilton County,"9,403 ","10,011 "
343,"Hardee County, Florida",12049,78.51,FL-Hardee County,"10,926 ","12,728 "
344,"Hendry County, Florida",12051,77.29,FL-Hendry County,"10,512 ","11,077 "
345,"Hernando County, Florida",12053,77.60,FL-Hernando County,"10,920 ","11,657 "
346,"Highlands County, Florida",12055,79.07,FL-Highlands County,"10,877 ","12,063 "
347,"Hillsborough County, Florida",12057,78.55,FL-Hillsborough County,"11,438 ","11,978 "
348,"Holmes County, Florida",12059,74.74,FL-Holmes County,"9,701 ","11,633 "
349,"Indian River County, Florida",12061,79.96,FL-Indian River County,"9,841 ","10,330 "
350,"Jackson County, Florida",12063,76.17,FL-Jackson County,"9,580 ","11,249 "
351,"Jefferson County, Florida",12065,76.72,FL-Jefferson County,"8,745 ","9,608 "
352,"Lafayette County, Florida",12067,77.05,FL-Lafayette County,"10,699 ","11,319 "
353,"Lake County, Florida",12069,79.03,FL-Lake County,"10,373 ","11,167 "
354,"Lee County, Florida",12071,80.98,FL-Lee County,"10,396 ","10,636 "
