,FIPS,Location,Life Expectancy,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4
768,36069,"Ontario County, New York",79.89,0.2563,0.1238,0.2165,0.4448,0.6304
769,36073,"Orleans County, New York",78.67,0.5839,0.5708,0.3773,0.3801,0.8166
770,36075,"Oswego County, New York",78.30,0.6297,0.6581,0.3919,0.1968,0.915
771,36079,"Putnam County, New York",81.83,0.1117,0.0697,0.0242,0.7402,0.3028
772,36083,"Rensselaer County, New York",78.78,0.3091,0.2324,0.1184,0.5049,0.6788
773,36091,"Saratoga County, New York",81.36,0.0656,0.0398,0.0592,0.3862,0.2346
774,36095,"Schoharie County, New York",80.29,0.4941,0.5291,0.36200000000000004,0.2213,0.7612
775,36097,"Schuyler County, New York",79.18,0.3174,0.4276,0.2299,0.0672,0.6418
776,36101,"Steuben County, New York",78.61,0.4951,0.4187,0.6418,0.2939,0.6963
777,36103,"Suffolk County, New York",80.61,0.2318,0.141,0.0455,0.8574,0.4413
778,36105,"Sullivan County, New York",78.03,0.7673,0.5995,0.5412,0.8017,0.8443
779,36107,"Tioga County, New York",80.02,0.1601,0.2432,0.2738,0.1449,0.2722
780,36111,"Ulster County, New York",80.13,0.4349,0.3279,0.0882,0.6517,0.8138
781,36113,"Warren County, New York",80.01,0.2111,0.1831,0.3317,0.262,0.4199
782,36115,"Washington County, New York",79.13,0.3413,0.4565,0.2089,0.3079,0.4632
783,36117,"Wayne County, New York",79.28,0.3578,0.3266,0.4343,0.3983,0.4718
784,37001,"Alamance County, North Carolina",77.66,0.7886,0.6068,0.5982,0.8571,0.8268
785,37009,"Ashe County, North Carolina",77.71,0.5282,0.7202,0.4963,0.3534,0.3216
786,37013,"Beaufort County, North Carolina",76.37,0.667,0.7036,0.7052,0.6345,0.391
787,37021,"Buncombe County, North Carolina",78.80,0.4804,0.3044,0.1025,0.659,0.9086
788,37023,"Burke County, North Carolina",76.57,0.8991,0.8676,0.7673,0.6883,0.8644
789,37025,"Cabarrus County, North Carolina",78.11,0.4473,0.3639,0.3314,0.8125,0.3846
790,37027,"Caldwell County, North Carolina",75.93,0.6294,0.8481,0.4304,0.517,0.2967
791,37031,"Carteret County, North Carolina",78.00,0.4849,0.3846,0.6078,0.5361,0.5247
792,37035,"Catawba County, North Carolina",76.77,0.6543,0.6125,0.3699,0.774,0.6211
793,37049,"Craven County, North Carolina",77.61,0.7861,0.5813,0.6816,0.8192,0.8373
794,37053,"Currituck County, North Carolina",77.15,0.1133,0.2853,0.0863,0.3897,0.0853
795,37055,"Dare County, North Carolina",79.27,0.1146,0.1305,0.1732,0.5931,0.0793
796,37057,"Davidson County, North Carolina",76.57,0.7122,0.7192,0.6157,0.6775,0.5215
797,37059,"Davie County, North Carolina",78.65,0.3731,0.3999,0.3356,0.6536,0.2703
798,37071,"Gaston County, North Carolina",75.39,0.7615,0.7119,0.6183,0.6985,0.6883
799,37075,"Graham County, North Carolina",76.32,0.6428,0.8765,0.4817,0.4585,0.3012
800,37077,"Granville County, North Carolina",77.18,0.7848,0.6224,0.659,0.8166,0.7838
801,37097,"Iredell County, North Carolina",77.33,0.469,0.4343,0.3789,0.7151,0.3766
802,37101,"Johnston County, North Carolina",77.82,0.6039,0.5817,0.6565,0.8376,0.2811
803,37109,"Lincoln County, North Carolina",77.24,0.3903,0.5775,0.1942,0.6046,0.2178
804,37115,"Madison County, North Carolina",77.89,0.5301,0.6622,0.1853,0.3808,0.6597
805,37127,"Nash County, North Carolina",76.17,0.8606,0.6893,0.7549,0.8236,0.8883
806,37141,"Pender County, North Carolina",78.11,0.6845,0.7046,0.4416,0.68,0.5683
807,37151,"Randolph County, North Carolina",77.10,0.6784,0.6975,0.4846,0.7545,0.4862
808,37157,"Rockingham County, North Carolina",75.85,0.8236,0.8131,0.6659999999999999,0.6514,0.7291
809,37159,"Rowan County, North Carolina",75.92,0.8599,0.7574,0.6848,0.7918,0.8558
810,37161,"Rutherford County, North Carolina",75.58,0.8220000000000001,0.8558,0.823,0.5438,0.6103
811,37167,"Stanly County, North Carolina",76.81,0.7526,0.7342,0.568,0.5855,0.7440000000000001
812,37169,"Stokes County, North Carolina",77.26,0.4129,0.6606,0.3368,0.3066,0.2636
813,37171,"Surry County, North Carolina",76.73,0.7641,0.7068,0.6444,0.6657,0.7138
814,37173,"Swain County, North Carolina",74.01,0.7211,0.802,0.6832,0.4667,0.5231
815,37197,"Yadkin County, North Carolina",77.23,0.7275,0.7396,0.6851,0.6781,0.4785
816,37199,"Yancey County, North Carolina",78.08,0.7077,0.8071,0.653,0.4559,0.5088
817,38001,"Adams County, North Dakota",79.33,0.0172,0.0175,0.0895,0.0815,0.1146
818,38003,"Barnes County, North Dakota",79.88,0.1309,0.0554,0.2264,0.1496,0.4874
819,38007,"Billings County, North Dakota",84.04,0.0051,0.0885,0.015,0.0417,0.1315
820,38009,"Bottineau County, North Dakota",79.85,0.0341,0.0493,0.142,0.0965,0.1331
821,38011,"Bowman County, North Dakota",78.58,0.0974,0.0497,0.2295,0.1156,0.3757
822,38013,"Burke County, North Dakota",79.25,0.0707,0.1251,0.1267,0.3547,0.0809
823,38021,"Dickey County, North Dakota",80.18,0.1315,0.1519,0.1232,0.1353,0.4683
824,38025,"Dunn County, North Dakota",79.59,0.2299,0.1003,0.1509,0.6606,0.4486
825,38027,"Eddy County, North Dakota",77.22,0.1152,0.1598,0.4658,0.2038,0.1114
826,38031,"Foster County, North Dakota",79.42,0.0443,0.1149,0.2343,0.0159,0.1372
827,38033,"Golden Valley County, North Dakota",81.26,0.1006,0.0891,0.3623,0.0579,0.2939
828,38043,"Kidder County, North Dakota",81.18,0.0019,0.022000000000000002,0.0656,0.0544,0.0118
829,38049,"McHenry County, North Dakota",80.28,0.0474,0.0704,0.248,0.1834,0.071
830,38055,"McLean County, North Dakota",79.37,0.0627,0.0385,0.1,0.1907,0.2786
831,38057,"Mercer County, North Dakota",79.92,0.0971,0.0414,0.0611,0.36200000000000004,0.425
832,38059,"Morton County, North Dakota",79.58,0.0535,0.0248,0.0293,0.3158,0.3684
833,38065,"Oliver County, North Dakota",82.19,0.0302,0.0713,0.1152,0.2888,0.0382
834,38067,"Pembina County, North Dakota",80.56,0.0436,0.0812,0.1627,0.1293,0.1188
835,38069,"Pierce County, North Dakota",79.48,0.1557,0.304,0.1974,0.0786,0.2824
836,38073,"Ransom County, North Dakota",78.53,0.1089,0.086,0.3792,0.1328,0.2655
837,38075,"Renville County, North Dakota",79.98,0.0166,0.0156,0.1382,0.2544,0.0277
838,38081,"Sargent County, North Dakota",81.11,0.0143,0.0146,0.0891,0.1035,0.0926
839,38091,"Steele County, North Dakota",81.17,0.0032,0.0127,0.1831,0.0404,0.0064
840,38097,"Traill County, North Dakota",80.60,0.0856,0.0322,0.1426,0.21899999999999997,0.3308
841,38099,"Walsh County, North Dakota",79.14,0.3142,0.1885,0.6737,0.5081,0.3203
842,39003,"Allen County, Ohio",77.95,0.5712,0.5234,0.7208,0.4008,0.6154
843,39005,"Ashland County, Ohio",78.78,0.517,0.4938,0.4371,0.3505,0.7243
844,39007,"Ashtabula County, Ohio",76.64,0.7482,0.7386,0.7291,0.4132,0.7619
845,39011,"Auglaize County, Ohio",79.16,0.0586,0.1152,0.2324,0.1149,0.1216
846,39013,"Belmont County, Ohio",77.54,0.3722,0.4728,0.3461,0.1254,0.6094
847,39015,"Brown County, Ohio",75.97,0.43200000000000005,0.618,0.7033,0.036000000000000004,0.3849
848,39017,"Butler County, Ohio",77.88,0.3499,0.2904,0.2767,0.6049,0.4502
849,39019,"Carroll County, Ohio",78.28,0.2092,0.4527,0.1729,0.1019,0.2642
850,39021,"Champaign County, Ohio",77.39,0.2989,0.3859,0.6316,0.1531,0.2843
851,39023,"Clark County, Ohio",76.34,0.6832,0.639,0.865,0.4553,0.5587
852,39025,"Clermont County, Ohio",78.18,0.1009,0.1821,0.1926,0.1777,0.1897
853,39027,"Clinton County, Ohio",76.81,0.4441,0.4756,0.6686,0.1277,0.5718
854,39029,"Columbiana County, Ohio",77.63,0.5193,0.5782,0.51,0.2136,0.6711
855,39031,"Coshocton County, Ohio",77.50,0.4059,0.5476,0.3375,0.24100000000000002,0.4696
856,39033,"Crawford County, Ohio",77.20,0.3356,0.5591,0.7969,0.107,0.1382
857,39037,"Darke County, Ohio",78.69,0.2152,0.3897,0.7116,0.0704,0.1003
858,39039,"Defiance County, Ohio",78.68,0.3362,0.3973,0.469,0.4304,0.2557
859,39043,"Erie County, Ohio",77.96,0.3107,0.3133,0.4941,0.3785,0.3037
860,39045,"Fairfield County, Ohio",78.95,0.2238,0.1837,0.5011,0.391,0.2541
861,39051,"Fulton County, Ohio",79.01,0.1573,0.2601,0.5374,0.3528,0.0439
862,39053,"Gallia County, Ohio",75.55,0.7141,0.7787,0.8173,0.1105,0.7851
863,39055,"Geauga County, Ohio",81.64,0.0876,0.043,0.1525,0.2381,0.29100000000000004
864,39057,"Greene County, Ohio",79.58,0.1716,0.205,0.0672,0.4855,0.3499
865,39059,"Guernsey County, Ohio",76.80,0.6078,0.7558,0.7736,0.1687,0.483
866,39063,"Hancock County, Ohio",79.46,0.2397,0.2171,0.1891,0.4285,0.4288
867,39065,"Hardin County, Ohio",76.89,0.4273,0.5912,0.1353,0.1207,0.7682
868,39067,"Harrison County, Ohio",76.35,0.3633,0.5285,0.5247,0.2655,0.256
869,39069,"Henry County, Ohio",79.47,0.157,0.2089,0.7033,0.2499,0.0726
870,39071,"Highland County, Ohio",76.12,0.6775,0.8036,0.9134,0.1366,0.4772
871,39073,"Hocking County, Ohio",76.71,0.5291,0.6434,0.8306,0.0427,0.5224
872,39077,"Huron County, Ohio",77.67,0.4231,0.4499,0.5543,0.4865,0.3212
873,39081,"Jefferson County, Ohio",75.79,0.5275,0.5635,0.6441,0.28300000000000003,0.5635
874,39083,"Knox County, Ohio",78.21,0.3569,0.4406,0.3508,0.1958,0.5368
875,39085,"Lake County, Ohio",79.26,0.121,0.1073,0.1487,0.5135,0.1847
876,39087,"Lawrence County, Ohio",75.26,0.467,0.6613,0.7396,0.1057,0.3177
877,39089,"Licking County, Ohio",78.07,0.2124,0.2811,0.4234,0.212,0.2365
878,39091,"Logan County, Ohio",77.30,0.2999,0.3372,0.6084,0.3298,0.22699999999999998
879,39093,"Lorain County, Ohio",78.59,0.5212,0.4164,0.6705,0.6145,0.4677
880,39099,"Mahoning County, Ohio",77.24,0.6059,0.5638,0.6501,0.6482,0.4664
881,39103,"Medina County, Ohio",80.26,0.0207,0.0242,0.0901,0.2111,0.0739
882,39107,"Mercer County, Ohio",79.33,0.063,0.155,0.2843,0.0758,0.0856
883,39109,"Miami County, Ohio",78.85,0.1783,0.2919,0.4238,0.3142,0.0847
884,39111,"Monroe County, Ohio",77.65,0.4686,0.5973,0.8959,0.1267,0.2528
885,39113,"Montgomery County, Ohio",76.91,0.6546,0.5361,0.7081,0.6651,0.6237
886,39115,"Morgan County, Ohio",77.66,0.6167,0.7326,0.8408,0.2276,0.4285
887,39117,"Morrow County, Ohio",78.24,0.2117,0.3894,0.3719,0.0618,0.2509
888,39119,"Muskingum County, Ohio",77.04,0.6014,0.6463,0.7768,0.2076,0.6246
889,39123,"Ottawa County, Ohio",79.35,0.134,0.1423,0.4117,0.1659,0.233
890,39125,"Paulding County, Ohio",78.35,0.2394,0.3117,0.462,0.3152,0.1748
891,39127,"Perry County, Ohio",76.63,0.545,0.8071,0.7542,0.028999999999999998,0.368
892,39133,"Portage County, Ohio",78.88,0.2706,0.3776,0.0506,0.4031,0.5428
893,39135,"Preble County, Ohio",77.41,0.1885,0.4113,0.6294,0.1197,0.0503
894,39137,"Putnam County, Ohio",80.03,0.0153,0.0586,0.1299,0.2184,0.015
895,39139,"Richland County, Ohio",77.81,0.5957,0.6246,0.6342,0.3139,0.6466
896,39141,"Ross County, Ohio",75.87,0.7348,0.7453,0.6861,0.2693,0.8513
897,39143,"Sandusky County, Ohio",78.08,0.3712,0.3824,0.7262,0.4903,0.2066
898,39145,"Scioto County, Ohio",74.77,0.7873,0.8233,0.8036,0.1646,0.8765
899,39147,"Seneca County, Ohio",78.15,0.3652,0.4333,0.4858,0.2674,0.4097
900,39149,"Shelby County, Ohio",78.73,0.1802,0.2124,0.5298,0.2722,0.17
901,39151,"Stark County, Ohio",78.52,0.3636,0.389,0.4715,0.3916,0.382
902,39153,"Summit County, Ohio",78.02,0.3311,0.3079,0.2222,0.6329,0.3633
903,39155,"Trumbull County, Ohio",77.38,0.4591,0.5129,0.5985,0.3228,0.4343
904,39157,"Tuscarawas County, Ohio",78.87,0.3301,0.4409,0.3824,0.3282,0.2986
905,39159,"Union County, Ohio",79.08,0.0923,0.05,0.1757,0.2461,0.2827
906,39161,"Van Wert County, Ohio",78.82,0.141,0.2722,0.6227,0.2187,0.0372
907,39165,"Warren County, Ohio",79.61,0.0573,0.0363,0.077,0.4795,0.1223
908,39167,"Washington County, Ohio",77.63,0.3047,0.3161,0.5081,0.0863,0.5412
909,39169,"Wayne County, Ohio",78.85,0.4489,0.3738,0.2372,0.4021,0.8204
910,39171,"Williams County, Ohio",78.92,0.3442,0.4419,0.4995,0.2506,0.3442
911,39175,"Wyandot County, Ohio",78.67,0.2133,0.2728,0.4362,0.3426,0.1627
912,40009,"Beckham County, Oklahoma",73.72,0.5549,0.36200000000000004,0.6724,0.6925,0.6071
913,40013,"Bryan County, Oklahoma",75.57,0.8096,0.6546,0.7908,0.6332,0.8625
914,40015,"Caddo County, Oklahoma",73.27,0.8854,0.7615,0.9026,0.8421,0.7434
915,40019,"Carter County, Oklahoma",73.41,0.6702,0.4865,0.8364,0.5896,0.7103
916,40021,"Cherokee County, Oklahoma",75.55,0.9004,0.7698,0.7084,0.7533,0.9564
917,40027,"Cleveland County, Oklahoma",78.70,0.3216,0.1974,0.1293,0.6826,0.6291
918,40029,"Coal County, Oklahoma",74.05,0.7323,0.7358,0.9882,0.4257,0.3126
919,40033,"Cotton County, Oklahoma",75.19,0.638,0.6453,0.965,0.3251,0.36200000000000004
920,40037,"Creek County, Oklahoma",75.01,0.4868,0.4454,0.5186,0.4947,0.5154
921,40039,"Custer County, Oklahoma",75.56,0.6482,0.397,0.4187,0.8303,0.8583
922,40043,"Dewey County, Oklahoma",74.12,0.2369,0.3047,0.6148,0.4148,0.0802
923,40045,"Ellis County, Oklahoma",77.03,0.1512,0.3362,0.3741,0.3196,0.0337
924,40047,"Garfield County, Oklahoma",76.32,0.5438,0.3575,0.6281,0.7937,0.5151
925,40049,"Garvin County, Oklahoma",73.59,0.475,0.5466,0.5212,0.6281,0.2251
926,40051,"Grady County, Oklahoma",75.77,0.2601,0.2821,0.3967,0.4464,0.2248
927,40053,"Grant County, Oklahoma",76.94,0.0643,0.1009,0.5963,0.2232,0.0181
928,40057,"Harmon County, Oklahoma",75.19,0.8367,0.7822,0.9198,0.8551,0.4094
929,40065,"Jackson County, Oklahoma",75.76,0.73,0.5613,0.6332,0.8723,0.6702
930,40071,"Kay County, Oklahoma",75.61,0.7806,0.595,0.9736,0.6011,0.6215
931,40075,"Kiowa County, Oklahoma",72.77,0.6523,0.6387,0.9522,0.6288,0.2181
932,40079,"Le Flore County, Oklahoma",74.25,0.8953,0.8354,0.9331,0.7402,0.6867
933,40081,"Lincoln County, Oklahoma",75.51,0.4664,0.5103,0.8064,0.3566,0.2849
934,40083,"Logan County, Oklahoma",78.46,0.3387,0.2534,0.1407,0.4772,0.7431
935,40085,"Love County, Oklahoma",75.70,0.5345,0.4826,0.758,0.7956,0.2197
936,40087,"McClain County, Oklahoma",76.38,0.2012,0.2139,0.4855,0.6183,0.0659
937,40093,"Major County, Oklahoma",77.81,0.4142,0.3314,0.7749,0.5349,0.2958
938,40097,"Mayes County, Oklahoma",75.70,0.7635,0.6628,0.9102,0.5517,0.6377
939,40101,"Muskogee County, Oklahoma",73.99,0.9058,0.7348,0.9166,0.7625,0.8962
940,40103,"Noble County, Oklahoma",77.07,0.2741,0.2795,0.56,0.2779,0.3104
941,40105,"Nowata County, Oklahoma",76.22,0.7625,0.7208,0.9494,0.4648,0.5234
942,40111,"Okmulgee County, Oklahoma",74.46,0.8379,0.7781,0.9503,0.4635,0.7125
943,40113,"Osage County, Oklahoma",77.93,0.6065,0.5024,0.7437,0.5228,0.6361
944,40117,"Pawnee County, Oklahoma",74.82,0.5638,0.4868,0.9411,0.4104,0.3964
945,40121,"Pittsburg County, Oklahoma",74.46,0.6864,0.5425,0.8704,0.5686,0.6297
946,40123,"Pontotoc County, Oklahoma",74.67,0.6797,0.5323,0.7221,0.6246,0.7316
947,40125,"Pottawatomie County, Oklahoma",74.89,0.7902,0.6527,0.8539,0.5954,0.7816
948,40129,"Roger Mills County, Oklahoma",77.18,0.0557,0.1356,0.4368,0.2541,0.0127
949,40131,"Rogers County, Oklahoma",77.58,0.2897,0.15,0.5603,0.6186,0.3072
950,40133,"Seminole County, Oklahoma",72.75,0.8803,0.8103,0.9838,0.5702,0.6686
951,40137,"Stephens County, Oklahoma",75.45,0.5431,0.5049,0.8606,0.5874,0.276
952,40141,"Tillman County, Oklahoma",74.95,0.8618,0.7469,0.8895,0.8883,0.6074
953,40145,"Wagoner County, Oklahoma",77.67,0.3483,0.2849,0.6269,0.6358,0.2264
954,40147,"Washington County, Oklahoma",77.75,0.3887,0.2337,0.7459,0.5409,0.41200000000000003
955,40149,"Washita County, Oklahoma",76.46,0.3881,0.3381,0.6393,0.5826,0.2677
956,40153,"Woodward County, Oklahoma",76.49,0.4145,0.2786,0.1869,0.6807,0.7058
957,41007,"Clatsop County, Oregon",78.33,0.5447,0.3034,0.5705,0.5903,0.8214
958,41009,"Columbia County, Oregon",78.76,0.4018,0.3929,0.5256,0.4212,0.4333
959,41017,"Deschutes County, Oregon",80.81,0.2063,0.2528,0.1987,0.4998,0.2165
960,41029,"Jackson County, Oregon",79.08,0.7659999999999999,0.5667,0.7778,0.6832,0.8354
961,41043,"Linn County, Oregon",77.93,0.6886,0.6189,0.8223,0.5065,0.6065
962,41053,"Polk County, Oregon",80.49,0.5966,0.5154,0.4094,0.7202,0.631
963,41057,"Tillamook County, Oregon",79.00,0.5829,0.489,0.5495,0.5944,0.6628
964,41061,"Union County, Oregon",79.37,0.5998,0.4069,0.5565,0.3961,0.9359999999999999
965,41065,"Wasco County, Oregon",77.84,0.8787,0.5575,0.8803,0.8029,0.972
966,41071,"Yamhill County, Oregon",79.77,0.7402,0.5027,0.5419,0.7765,0.9067
967,42001,"Adams County, Pennsylvania",79.85,0.2241,0.2375,0.1452,0.5068,0.3235
968,42005,"Armstrong County, Pennsylvania",78.21,0.2865,0.4438,0.49,0.0809,0.3015
969,42007,"Beaver County, Pennsylvania",78.39,0.2155,0.2092,0.2776,0.2878,0.4015
970,42009,"Bedford County, Pennsylvania",79.25,0.3292,0.47600000000000003,0.4495,0.077,0.426
971,42011,"Berks County, Pennsylvania",79.61,0.6259,0.4922,0.4384,0.8227,0.6517
972,42013,"Blair County, Pennsylvania",78.08,0.3626,0.3578,0.4887,0.1678,0.6227
973,42015,"Bradford County, Pennsylvania",78.72,0.2713,0.2945,0.503,0.1044,0.4616
974,42017,"Bucks County, Pennsylvania",80.38,0.0847,0.0592,0.0443,0.6097,0.1805
975,42019,"Butler County, Pennsylvania",79.25,0.0774,0.0541,0.0564,0.1264,0.4852
976,42025,"Carbon County, Pennsylvania",77.68,0.2869,0.4104,0.4059,0.2945,0.2315
977,42029,"Chester County, Pennsylvania",81.21,0.1334,0.0423,0.0497,0.7291,0.3244
978,42031,"Clarion County, Pennsylvania",78.27,0.4893,0.5918,0.1939,0.2066,0.7908
979,42033,"Clearfield County, Pennsylvania",78.58,0.546,0.6062,0.28300000000000003,0.382,0.7119
980,42035,"Clinton County, Pennsylvania",78.58,0.4998,0.5756,0.2537,0.2365,0.7717
981,42037,"Columbia County, Pennsylvania",79.14,0.2566,0.39799999999999996,0.0621,0.2566,0.5527
982,42039,"Crawford County, Pennsylvania",78.05,0.496,0.4779,0.5657,0.1831,0.7603
983,42041,"Cumberland County, Pennsylvania",80.39,0.1691,0.1,0.057,0.5463,0.5103
984,42047,"Elk County, Pennsylvania",79.04,0.0946,0.1878,0.3588,0.0248,0.1812
985,42051,"Fayette County, Pennsylvania",76.99,0.6173,0.6377,0.4947,0.2162,0.8586
986,42055,"Franklin County, Pennsylvania",79.82,0.3088,0.3391,0.3859,0.5033,0.2385
987,42057,"Fulton County, Pennsylvania",78.81,0.1866,0.3855,0.4594,0.0274,0.1745
988,42063,"Indiana County, Pennsylvania",79.08,0.483,0.56,0.049,0.3575,0.9099
989,42065,"Jefferson County, Pennsylvania",78.19,0.327,0.4091,0.4473,0.114,0.4967
990,42067,"Juniata County, Pennsylvania",79.70,0.4263,0.4565,0.3066,0.4333,0.5205
991,42071,"Lancaster County, Pennsylvania",80.51,0.4626,0.3066,0.2069,0.6902,0.7402
992,42073,"Lawrence County, Pennsylvania",78.21,0.4117,0.3817,0.5861,0.2849,0.5686
993,42075,"Lebanon County, Pennsylvania",80.02,0.511,0.3512,0.5342,0.6727,0.5918
994,42077,"Lehigh County, Pennsylvania",79.58,0.6138,0.3722,0.5081,0.8596,0.7294
995,42081,"Lycoming County, Pennsylvania",78.68,0.4467,0.4521,0.3537,0.2324,0.7415
996,42083,"McKean County, Pennsylvania",77.63,0.5379999999999999,0.532,0.7443,0.1872,0.6679
997,42085,"Mercer County, Pennsylvania",78.58,0.47600000000000003,0.3916,0.4457,0.3384,0.759
998,42089,"Monroe County, Pennsylvania",79.09,0.3075,0.4562,0.1554,0.7794,0.099
999,42093,"Montour County, Pennsylvania",78.72,0.2025,0.1662,0.15,0.3524,0.5033
1000,42095,"Northampton County, Pennsylvania",80.08,0.2939,0.2006,0.1286,0.7046,0.4932
1001,42099,"Perry County, Pennsylvania",78.01,0.0926,0.2216,0.1436,0.1493,0.1691
1002,42103,"Pike County, Pennsylvania",81.12,0.1621,0.3171,0.3225,0.638,0.0111
1003,42105,"Potter County, Pennsylvania",78.84,0.298,0.4578,0.5934,0.1595,0.2111
1004,42107,"Schuylkill County, Pennsylvania",77.18,0.4451,0.4951,0.4623,0.2993,0.5078
1005,42109,"Snyder County, Pennsylvania",80.31,0.3391,0.3734,0.1948,0.306,0.6173
1006,42111,"Somerset County, Pennsylvania",78.56,0.4027,0.4645,0.2232,0.2216,0.7284
1007,42115,"Susquehanna County, Pennsylvania",78.27,0.1904,0.3903,0.3254,0.1455,0.155
1008,42117,"Tioga County, Pennsylvania",79.23,0.2719,0.4123,0.3168,0.1022,0.4107
1009,42121,"Venango County, Pennsylvania",77.96,0.4183,0.5011,0.6466,0.0955,0.54
1010,42123,"Warren County, Pennsylvania",78.49,0.24100000000000002,0.2824,0.3464,0.1401,0.4231
1011,42125,"Washington County, Pennsylvania",78.23,0.1694,0.1617,0.16399999999999998,0.26899999999999996,0.4403
1012,42127,"Wayne County, Pennsylvania",77.97,0.249,0.3986,0.3429,0.3174,0.1646
1013,42129,"Westmoreland County, Pennsylvania",78.90,0.1321,0.1223,0.2028,0.1805,0.3916
1014,42131,"Wyoming County, Pennsylvania",78.19,0.0949,0.2547,0.1888,0.0516,0.171
1015,42133,"York County, Pennsylvania",79.41,0.2872,0.2553,0.2869,0.5909,0.2958
1016,44001,"Bristol County, Rhode Island",81.16,0.1105,0.0844,0.0544,0.4995,0.3279
1017,44005,"Newport County, Rhode Island",81.15,0.2034,0.1117,0.0952,0.5428,0.5237
1018,44009,"Washington County, Rhode Island",81.14,0.0844,0.1254,0.0465,0.2945,0.3002
1019,45003,"Aiken County, South Carolina",77.12,0.6855,0.6514,0.5514,0.7921,0.5056
1020,45007,"Anderson County, South Carolina",76.32,0.6861,0.6476,0.7176,0.6068,0.5606
1021,45015,"Berkeley County, South Carolina",77.76,0.5587,0.4464,0.4432,0.7717,0.5562
1022,45035,"Dorchester County, South Carolina",78.28,0.4295,0.3177,0.4696,0.7182,0.3817
1023,45041,"Florence County, South Carolina",74.50,0.865,0.7491,0.7892,0.6406,0.9093
1024,45045,"Greenville County, South Carolina",78.01,0.5358,0.3868,0.2311,0.8055,0.7163
1025,45055,"Kershaw County, South Carolina",76.40,0.4288,0.6173,0.6804,0.5221,0.0713
1026,45057,"Lancaster County, South Carolina",76.82,0.624,0.6858,0.6858,0.6651,0.2926
1027,45063,"Lexington County, South Carolina",78.02,0.4269,0.3432,0.2811,0.7036,0.49
1028,45073,"Oconee County, South Carolina",77.43,0.7090000000000001,0.6495,0.7982,0.5906,0.5708
1029,45077,"Pickens County, South Carolina",76.98,0.6183,0.7093,0.0767,0.4403,0.9058
1030,45083,"Spartanburg County, South Carolina",75.68,0.8131,0.6485,0.6659999999999999,0.7943,0.8504
1031,45091,"York County, South Carolina",77.40,0.4053,0.3636,0.3435,0.6523,0.4008
1032,46003,"Aurora County, South Dakota",80.10,0.2114,0.1165,0.7237,0.6199,0.0876
1033,46019,"Butte County, South Dakota",78.35,0.2305,0.1442,0.624,0.1436,0.4766
1034,46025,"Clark County, South Dakota",80.05,0.3072,0.2808,0.6199,0.2219,0.4183
1035,46029,"Codington County, South Dakota",80.06,0.2483,0.1181,0.4152,0.1773,0.688
1036,46039,"Deuel County, South Dakota",80.46,0.0185,0.0821,0.375,0.07200000000000001,0.0086
1037,46045,"Edmunds County, South Dakota",80.72,0.0583,0.1242,0.298,0.0939,0.0904
1038,46051,"Grant County, South Dakota",79.50,0.0478,0.1146,0.2506,0.1601,0.0592
1039,46055,"Haakon County, South Dakota",79.65,0.2232,0.375,0.4823,0.1535,0.1738
1040,46063,"Harding County, South Dakota",79.90,0.042,0.1331,0.0665,0.1324,0.156
1041,46067,"Hutchinson County, South Dakota",80.73,0.2553,0.2986,0.7323,0.1748,0.2162
1042,46069,"Hyde County, South Dakota",79.67,0.1891,0.0825,0.2665,0.5123,0.3387
1043,46075,"Jones County, South Dakota",80.24,0.0127,0.1541,0.0589,0.0344,0.0478
1044,46077,"Kingsbury County, South Dakota",79.22,0.0522,0.0583,0.3056,0.0882,0.1229
1045,46079,"Lake County, South Dakota",80.82,0.1213,0.1347,0.1503,0.2174,0.3502
1046,46081,"Lawrence County, South Dakota",80.72,0.2572,0.1261,0.1356,0.3219,0.8313
1047,46087,"McCook County, South Dakota",79.17,0.1827,0.1493,0.7170000000000001,0.3422,0.1283
1048,46091,"Marshall County, South Dakota",80.14,0.2104,0.1636,0.3196,0.6909,0.1557
1049,46093,"Meade County, South Dakota",79.22,0.2162,0.0837,0.3021,0.2929,0.6046
1050,46101,"Moody County, South Dakota",80.33,0.4788,0.3305,0.7017,0.5747,0.4906
1051,46105,"Perkins County, South Dakota",79.22,0.2499,0.2289,0.4158,0.0805,0.5724
1052,46111,"Sanborn County, South Dakota",80.26,0.0283,0.0793,0.0876,0.3496,0.0258
1053,46115,"Spink County, South Dakota",79.79,0.2082,0.07200000000000001,0.8335,0.2047,0.3018
1054,46119,"Sully County, South Dakota",81.65,0.0092,0.0067,0.2321,0.0019,0.064
1055,46123,"Tripp County, South Dakota",79.10,0.4104,0.4011,0.4728,0.233,0.6549
1056,46125,"Turner County, South Dakota",80.28,0.0981,0.1032,0.4202,0.2455,0.1165
1057,47001,"Anderson County, Tennessee",76.68,0.5906,0.5521,0.7571,0.4464,0.5511
1058,47003,"Bedford County, Tennessee",75.35,0.7854,0.6326,0.8679,0.774,0.6323
1059,47009,"Blount County, Tennessee",77.37,0.2611,0.3731,0.2257,0.4094,0.2442
1060,47011,"Bradley County, Tennessee",76.59,0.7119,0.7109,0.496,0.5858,0.7007
1061,47015,"Cannon County, Tennessee",75.40,0.54,0.7195,0.503,0.1968,0.4979
