,FIPS,Per_Capita_Income,Poverty,Disability,NoHighSchoolDiploma,LifeExpectancy
2084,39083,23926.0,15.5,13.7,12.6,78.21
2085,39085,29556.0,9.2,11.3,8.7,79.26
2086,39087,21760.0,17.4,21.0,14.7,75.26
2087,39089,27082.0,12.4,13.5,10.6,78.07
2088,39091,23897.0,16.9,15.0,13.4,77.3
2089,39093,26487.0,14.6,14.1,10.9,78.59
2090,39095,24683.0,21.1,14.9,11.6,77.06
2091,39097,23994.0,11.6,13.8,14.3,77.58
2092,39099,23628.0,17.9,15.8,10.8,77.24
2093,39101,20986.0,19.1,17.9,14.1,77.08
2094,39103,31291.0,7.5,9.6,6.5,80.26
2095,39105,19097.0,23.0,20.4,17.6,75.92
2096,39107,24362.0,8.800000000000002,11.1,8.800000000000002,79.33
2097,39109,25654.0,12.8,12.8,11.3,78.85
2098,39111,22337.0,18.8,17.8,14.2,77.65
2099,39113,25171.0,18.5,15.3,11.4,76.91
2100,39115,21010.0,19.5,18.5,13.5,77.66
2101,39117,22825.0,13.4,13.9,12.6,78.24
2102,39119,20887.0,19.2,15.9,13.4,77.04
2103,39121,20719.0,13.7,19.0,19.2,81.05
2104,39123,28703.0,10.3,15.7,7.7,79.35
2105,39125,23565.0,14.0,16.0,10.1,78.35
2106,39127,19580.0,18.8,16.5,16.1,76.63
2107,39129,24341.0,12.8,15.3,14.9,77.5
2108,39131,20292.0,24.2,22.5,22.9,74.75
2109,39133,25926.0,16.0,11.9,9.0,78.88
2110,39135,23603.0,12.8,16.1,12.6,77.41
2111,39137,26060.0,6.7,9.8,7.3,80.03
2112,39139,21959.0,16.3,14.0,13.3,77.81
2113,39141,21536.0,19.4,17.6,15.1,75.87
2114,39143,23236.0,14.7,14.2,10.5,78.08
2115,39145,20045.0,24.5,21.4,17.7,74.77
2116,39147,22552.0,17.1,13.8,10.4,78.15
2117,39149,25603.0,11.4,11.6,10.9,78.73
2118,39151,24821.0,15.0,13.4,10.3,78.52
2119,39153,28389.0,14.7,12.5,9.3,78.02
2120,39155,23139.0,17.3,14.7,11.7,77.38
2121,39157,22617.0,14.3,13.1,13.4,78.87
2122,39159,28648.0,7.9,11.2,8.4,79.08
2123,39161,23686.0,13.3,14.2,9.1,78.82
2124,39163,18198.0,22.7,18.6,21.0,75.27
2125,39165,33421.0,5.8,9.2,7.6,79.61
2126,39167,23933.0,16.6,18.7,10.9,77.63
2127,39169,23151.0,13.4,11.6,14.8,78.85
2128,39171,21413.0,14.5,13.8,11.0,78.92
2129,39173,27210.0,14.8,9.9,6.3,79.32
2130,39175,23266.0,11.3,13.4,10.5,78.67
2131,40001,15692.0,27.3,18.8,21.5,73.87
2132,40003,26103.0,13.9,16.2,14.3,78.21
2133,40005,18587.0,22.6,23.0,17.9,76.03
2134,40007,25610.0,9.2,9.6,17.3,78.63
2135,40009,25654.0,14.4,15.4,16.5,73.72
2136,40011,21130.0,15.2,21.2,16.0,75.24
2137,40013,20964.0,17.8,18.3,16.1,75.57
2138,40015,18870.0,20.4,17.6,15.9,73.27
2139,40017,28160.0,7.5,12.5,8.5,78.11
2140,40019,22118.0,15.6,16.8,14.5,73.41
2141,40021,18893.0,22.6,17.6,14.6,75.55
2142,40023,18739.0,27.7,22.3,20.6,73.29
2143,40025,24946.0,20.6,12.7,16.3,76.95
2144,40027,27386.0,13.3,12.6,8.7,78.7
2145,40029,20968.0,21.1,21.7,17.2,74.05
2146,40031,23035.0,18.0,17.8,10.7,75.99
2147,40033,21410.0,16.8,21.7,15.6,75.19
2148,40035,19936.0,17.8,22.5,16.5,74.84
2149,40037,22736.0,15.4,17.5,14.7,75.01
2150,40039,22993.0,16.6,14.7,14.5,75.56
2151,40041,21476.0,21.5,22.2,15.6,76.26
2152,40043,25721.0,13.7,17.1,11.3,74.12
2153,40045,28458.0,15.7,15.8,10.5,77.03
2154,40047,24647.0,13.2,14.6,13.9,76.32
2155,40049,21315.0,19.1,15.8,16.3,73.59
2156,40051,24286.0,13.5,15.6,14.4,75.77
2157,40053,28135.0,9.4,17.5,9.8,76.94
2158,40055,19837.0,14.2,21.0,19.9,75.73
2159,40057,21012.0,23.1,20.0,21.3,75.19
2160,40059,23484.0,15.4,11.8,15.7,76.34
2161,40061,18910.0,18.4,21.6,22.2,75.04
2162,40063,18007.0,22.3,21.6,21.9,73.81
2163,40065,22569.0,16.0,14.8,16.8,75.76
2164,40067,18828.0,21.9,18.8,17.4,73.21
2165,40069,19742.0,19.8,26.0,19.9,73.72
2166,40071,22741.0,18.2,17.0,13.0,75.61
2167,40073,26791.0,6.9,15.7,14.3,77.07
2168,40075,23062.0,24.3,19.5,16.1,72.77
2169,40077,22065.0,17.0,23.2,15.7,75.63
2170,40079,18390.0,23.3,21.5,19.4,74.25
2171,40081,22752.0,15.6,20.2,15.4,75.51
2172,40083,26284.0,12.7,11.8,9.0,78.46
2173,40085,20151.0,14.9,15.0,16.4,75.7
2174,40087,26582.0,10.7,15.1,12.7,76.38
2175,40089,17691.0,24.6,20.7,19.0,73.1
2176,40091,19891.0,20.7,23.4,17.2,74.72
2177,40093,27225.0,14.3,19.9,13.0,77.81
2178,40095,20831.0,17.3,30.2,19.6,76.31
2179,40097,20848.0,20.6,19.1,14.6,75.7
2180,40099,22809.0,15.8,18.7,18.9,73.71
2181,40101,20312.0,22.0,18.8,14.8,73.99
2182,40103,22996.0,14.2,16.4,12.6,77.07
2183,40105,20142.0,16.7,19.3,15.8,76.22
2184,40107,16664.0,26.4,24.5,20.8,73.04
2185,40109,27114.0,18.5,13.4,13.9,75.85
2186,40111,20198.0,20.0,19.5,13.7,74.46
2187,40113,22530.0,16.0,17.9,12.8,77.93
2188,40115,18231.0,22.5,19.3,16.5,74.26
2189,40117,21660.0,14.5,18.9,12.3,74.82
2190,40119,21452.0,25.3,11.2,9.2,78.42
2191,40121,22719.0,19.7,21.2,15.5,74.46
2192,40123,21556.0,19.2,16.8,13.4,74.67
2193,40125,21682.0,18.6,17.4,13.0,74.89
2194,40127,20108.0,25.0,29.5,19.1,73.94
2195,40129,26104.0,15.6,14.3,8.3,77.18
2196,40131,27488.0,9.3,14.7,9.4,77.58
2197,40133,18797.0,23.1,20.8,17.9,72.75
2198,40135,18639.0,23.4,23.8,17.7,74.31
2199,40137,23577.0,15.1,18.9,13.8,75.45
2200,40139,22569.0,12.3,10.7,29.8,77.64
2201,40141,18449.0,24.2,17.4,24.2,74.95
2202,40143,27995.0,15.8,13.3,11.4,76.73
2203,40145,25239.0,11.3,15.3,10.8,77.67
2204,40147,27514.0,14.3,16.7,10.1,77.75
2205,40149,24213.0,14.5,13.5,13.2,76.46
2206,40151,25494.0,16.2,14.9,11.7,77.22
2207,40153,25767.0,14.5,12.6,13.9,76.49
2208,41001,23890.0,18.3,20.7,10.2,78.29
2209,41003,27233.0,22.7,10.4,5.4,82.08
2210,41005,33126.0,9.7,12.0,7.2,80.49
2211,41007,26281.0,15.8,19.1,9.1,78.33
2212,41009,26316.0,13.1,15.0,10.4,78.76
2213,41011,22993.0,18.0,23.4,11.4,76.83
2214,41013,20533.0,20.8,22.1,15.2,79.18
2215,41015,24056.0,15.4,24.9,9.2,76.8
2216,41017,28054.0,15.0,12.9,7.1,80.81
2217,41019,22074.0,19.7,21.1,11.9,77.71
2218,41021,27401.0,7.8,20.3,8.5,80.38
2219,41023,22878.0,15.4,19.7,12.1,79.74
2220,41025,20455.0,21.1,20.5,12.3,78.4
2221,41027,26497.0,15.7,10.3,17.8,80.34
2222,41029,24460.0,17.8,16.9,11.2,79.08
2223,41031,21997.0,20.9,17.3,15.6,77.25
2224,41033,22412.0,19.7,18.0,11.3,77.34
2225,41035,21740.0,18.6,19.7,12.6,76.95
2226,41037,22020.0,17.8,20.9,14.5,78.33
2227,41039,24720.0,20.4,15.6,8.9,79.22
2228,41041,25130.0,17.1,20.7,11.6,78.14
2229,41043,21363.0,19.5,16.8,10.4,77.93
2230,41045,16683.0,28.4,17.2,19.9,78.41
2231,41047,22202.0,19.1,14.7,16.4,78.97
2232,41049,20750.0,19.3,15.1,23.7,79.26
2233,41051,31047.0,18.5,12.6,10.0,78.96
2234,41053,23891.0,17.0,14.9,9.5,80.49
2235,41055,27427.0,19.4,19.9,7.5,80.22
2236,41057,22417.0,17.6,15.2,10.5,79.0
2237,41059,20887.0,17.1,13.7,16.7,78.47
2238,41061,22857.0,18.8,16.7,9.2,79.37
2239,41063,23996.0,13.9,21.0,6.9,80.42
2240,41065,21865.0,16.9,16.8,14.9,77.84
2241,41067,31587.0,11.8,9.7,9.4,81.69
2242,41069,24154.0,18.3,20.1,10.7,79.49
2243,41071,24018.0,16.7,15.3,13.3,79.77
2244,42001,27701.0,9.9,13.4,13.4,79.85
2245,42003,32378.0,12.9,13.0,6.6,78.5
2246,42005,24266.0,13.3,18.6,10.9,78.21
2247,42007,26925.0,12.1,15.0,8.6,78.39
2248,42009,23075.0,13.5,17.3,14.3,79.25
2249,42011,26998.0,14.3,13.1,15.5,79.61
2250,42013,23785.0,14.2,16.0,9.7,78.08
2251,42015,24431.0,13.2,14.4,12.1,78.72
2252,42017,37910.0,5.9,10.3,6.5,80.38
2253,42019,31818.0,8.9,11.6,6.8,79.25
2254,42021,23191.0,14.9,17.7,11.0,78.34
2255,42023,25087.0,12.8,18.2,11.8,79.2
2256,42025,25294.0,11.1,17.3,11.1,77.68
2257,42027,25803.0,20.3,9.6,7.1,81.86
2258,42029,42323.0,7.1,7.9,7.2,81.21
2259,42031,22341.0,18.9,16.0,11.5,78.27
2260,42033,21102.0,15.0,16.1,12.8,78.58
2261,42035,21595.0,16.9,14.4,13.1,78.58
2262,42037,23913.0,15.8,11.0,11.2,79.14
2263,42039,22421.0,15.6,16.3,12.6,78.05
2264,42041,32179.0,8.7,11.0,8.5,80.39
2265,42043,29536.0,13.6,13.0,11.3,78.77
2266,42045,33539.0,10.5,11.4,8.1,78.82
2267,42047,24071.0,10.3,14.8,9.2,79.04
2268,42049,24505.0,16.7,14.9,9.6,78.37
2269,42051,21319.0,19.0,18.4,13.9,76.99
2270,42053,13680.0,15.9,29.0,18.1,76.34
2271,42055,25540.0,11.6,11.8,14.2,79.82
2272,42057,23192.0,11.7,15.1,14.7,78.81
2273,42059,22847.0,14.5,18.6,14.3,77.2
2274,42061,20918.0,13.7,15.7,12.3,79.33
2275,42063,23577.0,17.2,13.6,11.4,79.08
2276,42065,21952.0,14.9,15.8,11.2,78.19
2277,42067,22134.0,12.4,14.4,17.9,79.7
2278,42069,25624.0,14.2,15.1,10.4,77.78
2279,42071,26892.0,10.6,11.1,15.7,80.51
2280,42073,23519.0,14.5,14.6,11.2,78.21
2281,42075,27060.0,10.9,11.9,14.4,80.02
2282,42077,28139.0,13.4,13.8,13.0,79.58
2283,42079,25091.0,16.3,15.5,11.4,77.53
2284,42081,23531.0,14.8,14.9,12.3,78.68
2285,42083,23034.0,16.6,17.5,10.5,77.63
2286,42085,23195.0,14.0,16.2,11.1,78.58
2287,42087,20772.0,15.8,17.4,18.0,79.04
2288,42089,25266.0,12.5,13.7,10.2,79.09
2289,42091,41699.0,6.4,9.4,6.5,80.85
2290,42093,30455.0,10.6,13.5,10.4,78.72
2291,42095,30116.0,9.8,12.6,10.6,80.08
2292,42097,22633.0,14.2,15.9,14.3,78.27
2293,42099,26242.0,9.7,12.7,12.5,78.01
2294,42101,22542.0,26.7,15.6,18.6,75.49
2295,42103,27935.0,9.8,15.5,9.5,81.12
2296,42105,22997.0,14.4,17.9,12.4,78.84
2297,42107,23249.0,13.4,17.6,12.9,77.18
2298,42109,23886.0,11.0,12.1,17.7,80.31
2299,42111,22618.0,12.7,16.3,13.6,78.56
2300,42113,23418.0,14.8,20.5,11.7,77.04
2301,42115,25454.0,12.7,17.0,10.7,78.27
2302,42117,23596.0,15.2,15.8,11.4,79.23
2303,42119,22858.0,11.8,12.8,14.5,81.3
2304,42121,22923.0,16.0,16.9,10.8,77.96
2305,42123,25054.0,13.0,17.4,9.9,78.49
2306,42125,29816.0,10.5,14.5,9.2,78.23
2307,42127,24132.0,13.0,17.5,11.8,77.97
2308,42129,28654.0,10.3,14.5,7.8,78.9
2309,42131,25306.0,11.3,14.9,9.6,78.19
2310,42133,28454.0,10.3,12.5,11.7,79.41
2311,44001,38312.0,6.8,11.8,9.7,81.16
2312,44003,34110.0,8.800000000000002,14.0,9.8,79.41
2313,44005,41326.0,8.5,11.8,7.7,81.15
2314,44007,26690.0,18.0,13.3,18.8,79.26
2315,44009,36805.0,9.4,10.1,7.3,81.14
2316,45001,18303.0,23.1,19.4,22.3,76.96
2317,45003,25093.0,18.4,14.0,14.3,77.12
2318,45005,12277.0,32.5,24.6,28.8,72.88
2319,45007,22216.0,16.8,16.1,18.0,76.32
2320,45009,19136.0,28.0,22.8,24.1,74.77
2321,45011,18695.0,28.7,22.4,19.5,73.94
2322,45013,32290.0,12.4,12.0,8.4,81.57
2323,45015,24474.0,14.5,12.7,12.5,77.76
2324,45017,23042.0,18.7,17.7,18.0,76.27
2325,45019,31198.0,18.1,10.6,10.8,78.4
2326,45021,19185.0,23.5,18.6,22.9,74.19
2327,45023,18433.0,25.3,16.9,21.3,73.64
2328,45025,17317.0,26.8,15.9,24.3,74.2
2329,45027,17517.0,26.1,22.2,21.2,75.31
2330,45029,18517.0,21.7,18.8,20.2,73.63
2331,45031,19800.0,25.1,17.9,19.5,73.67
2332,45033,15010.0,31.6,18.5,28.3,73.08
2333,45035,24633.0,11.8,11.4,10.8,78.28
2334,45037,20809.0,18.1,14.9,18.1,77.82
2335,45039,20993.0,24.4,19.6,19.2,73.79
2336,45041,22522.0,20.5,16.4,16.8,74.5
2337,45043,24483.0,21.1,15.4,14.3,77.24
2338,45045,27097.0,15.8,11.4,13.6,78.01
2339,45047,21050.0,24.5,15.4,20.1,76.97
2340,45049,19849.0,23.1,18.3,23.2,74.48
2341,45051,23693.0,18.9,15.6,12.2,77.02
2342,45053,17606.0,23.5,15.2,21.7,76.5
2343,45055,21851.0,17.8,15.5,15.9,76.4
2344,45057,21943.0,21.0,14.5,15.3,76.82
2345,45059,19953.0,21.0,20.0,21.8,74.53
2346,45061,15095.0,26.3,21.4,25.3,73.0
2347,45063,27026.0,14.3,11.7,11.5,78.02
2348,45065,21730.0,21.6,19.9,21.8,77.0
2349,45067,16743.0,29.7,18.1,18.5,72.67
2350,45069,14925.0,32.1,20.5,27.5,72.02
2351,45071,22073.0,17.5,14.1,22.3,76.34
2352,45073,24321.0,18.8,19.1,16.8,77.43
2353,45075,17645.0,24.7,17.2,19.5,74.2
2354,45077,21090.0,19.4,14.3,17.7,76.98
2355,45079,25920.0,17.2,11.4,10.4,77.36
2356,45081,19601.0,22.5,15.2,23.3,76.96
2357,45083,22330.0,18.3,15.5,17.3,75.68
2358,45085,20395.0,18.5,18.1,18.6,75.65
2359,45087,19253.0,19.0,20.7,20.8,74.05
2360,45089,15933.0,28.8,20.3,21.4,73.44
2361,45091,26875.0,14.3,11.4,12.4,77.4
2362,46003,24074.0,7.6,11.8,11.7,80.1
2363,46005,24265.0,20.4,13.7,16.2,79.39
2364,46007,16032.0,39.4,12.7,20.8,74.69
2365,46009,21983.0,12.8,12.9,12.3,81.3
2366,46011,24694.0,17.3,9.9,5.9,81.24
2367,46013,27958.0,10.0,9.8,8.1,80.12
2368,46015,22083.0,16.0,17.1,15.4,80.01
2369,46017,11719.0,34.0,17.6,20.6,69.05
2370,46019,22459.0,11.1,15.7,12.9,78.35
2371,46021,31665.0,12.9,14.5,11.9,82.04
2372,46023,19901.0,24.6,14.4,12.9,78.52
2373,46025,28434.0,15.9,16.7,10.2,80.05
2374,46027,21044.0,28.2,9.5,4.3,80.22
2375,46029,25624.0,10.7,13.7,9.1,80.06
2376,46031,15854.0,44.3,12.3,16.9,72.13
2377,46033,28855.0,10.0,15.0,6.4,79.99
2378,46035,25544.0,12.1,15.0,9.7,79.95
2379,46037,23651.0,22.5,14.5,11.9,78.94
2380,46039,28810.0,5.4,15.9,11.2,80.46
2381,46041,15404.0,31.7,12.1,17.8,71.02
2382,46043,27978.0,13.4,13.5,16.9,80.99
2383,46045,27271.0,11.7,10.2,12.3,80.72
2384,46047,25191.0,17.9,21.1,8.1,76.31
2385,46049,25494.0,14.3,15.1,7.8,81.09
2386,46051,26219.0,9.7,13.4,11.1,79.5
2387,46053,23879.0,19.3,17.3,13.5,79.18
2388,46055,24265.0,15.2,17.3,10.2,79.65
2389,46057,25861.0,6.5,12.6,10.0,79.24
2390,46059,27345.0,10.0,13.9,11.0,81.62
2391,46061,23460.0,14.8,11.4,7.4,81.18
2392,46063,23472.0,17.0,8.6,7.2,79.9
2393,46065,29501.0,10.3,10.4,8.3,80.0
2394,46067,26093.0,13.5,14.6,14.5,80.73
2395,46069,27010.0,8.2,10.2,9.8,79.67
2396,46071,19333.0,27.6,11.3,9.2,75.01
2397,46073,28985.0,10.6,15.1,12.2,81.16
2398,46075,26504.0,8.9,19.0,6.9,80.24
2399,46077,28092.0,9.3,12.5,7.5,79.22
2400,46079,28245.0,14.4,12.0,7.0,80.82
2401,46081,28120.0,14.8,14.8,6.0,80.72
2402,46083,34624.0,4.5,6.2,4.1,83.03
2403,46085,20923.0,18.9,10.8,10.7,77.49
2404,46087,27830.0,7.9,11.7,8.7,79.17
2405,46089,22515.0,21.4,17.0,20.5,81.16
2406,46091,26460.0,15.2,10.2,8.7,80.14
2407,46093,27114.0,9.7,13.5,7.2,79.22
2408,46095,14882.0,37.9,15.8,14.5,74.04
2409,46097,31017.0,11.1,11.8,7.9,80.25
2410,46099,27143.0,11.7,10.2,9.2,79.67
2411,46101,26995.0,14.3,11.9,8.2,80.33
2412,46103,26906.0,12.8,13.6,8.0,80.43
2413,46105,25458.0,13.9,15.1,11.6,79.22
2414,46107,26923.0,12.4,16.4,10.6,79.79
2415,46109,22674.0,21.3,12.5,12.7,77.41
2416,46111,27076.0,12.5,14.0,9.7,80.26
2418,46115,27971.0,11.9,16.8,11.1,79.79
2419,46117,30188.0,10.1,8.7,10.4,79.43
2420,46119,36707.0,4.2,11.2,8.9,81.65
2421,46121,11101.0,46.7,17.9,23.2,68.51
2422,46123,24308.0,23.0,11.8,12.4,79.1
2423,46125,26263.0,10.0,12.4,9.6,80.28
2424,46127,37326.0,4.4,9.8,7.0,80.72
2425,46129,27095.0,11.2,14.3,12.3,78.14
2426,46135,26831.0,13.7,13.2,8.1,80.5
2427,46137,12764.0,40.3,10.0,12.5,76.39
2428,47001,25353.0,17.1,18.6,14.1,76.68
2429,47003,19855.0,21.1,15.1,21.9,75.35
2430,47005,19168.0,21.8,23.1,20.9,73.36
2431,47007,16631.0,21.6,25.4,22.0,76.57
2432,47009,24507.0,14.4,15.7,12.7,77.37
2433,47011,22294.0,19.8,18.5,17.5,76.59
2434,47013,17242.0,22.6,21.5,28.0,74.12
2435,47015,20974.0,18.1,21.9,20.8,75.4
2436,47017,19461.0,19.4,19.8,21.1,73.69
2437,47019,19385.0,23.5,22.8,19.8,76.26
2438,47021,23730.0,15.1,15.5,17.1,75.52
2439,47023,19059.0,20.0,12.6,18.8,76.51
2440,47025,18322.0,24.0,22.2,25.0,73.72
2441,47027,16802.0,21.8,21.8,25.5,74.53
2442,47029,18113.0,27.8,22.1,22.2,73.27
2443,47031,21123.0,21.3,20.3,16.8,74.92
2444,47033,19270.0,17.9,19.2,23.2,75.32
2445,47035,21674.0,16.4,22.4,17.1,77.63
2446,47037,28971.0,18.8,11.4,13.6,76.84
2447,47039,23760.0,21.8,21.1,20.0,74.28
2448,47041,22451.0,19.7,17.9,22.8,74.05
2449,47043,22191.0,14.5,16.3,15.7,75.92
2450,47045,22925.0,16.0,17.5,15.6,74.73
2451,47047,28946.0,14.5,16.3,12.8,76.83
2452,47049,16283.0,24.7,24.5,28.2,73.43
2453,47051,23099.0,15.9,18.6,19.1,76.62
2454,47053,20189.0,19.3,16.7,16.1,74.14
2455,47055,20182.0,17.8,17.0,19.6,75.68
2456,47057,18475.0,21.2,20.9,22.6,74.62
2457,47059,19998.0,22.1,22.0,19.6,75.23
2458,47061,15581.0,29.1,27.0,28.9,72.46
2459,47063,20675.0,22.0,18.8,19.4,75.02
2460,47065,27464.0,16.0,14.3,13.0,77.45
2461,47067,15464.0,27.8,25.2,23.7,73.35
2462,47069,14954.0,25.9,18.4,23.8,74.65
2463,47071,20949.0,22.2,20.7,21.0,73.96
2464,47073,21259.0,17.0,21.8,18.7,75.38
2465,47075,18998.0,23.7,18.8,22.2,74.64
2466,47077,19847.0,20.7,16.6,18.8,74.34
2467,47079,21941.0,19.8,20.6,16.5,74.68
2468,47081,18147.0,18.8,21.4,24.7,75.16
2469,47083,19230.0,21.8,22.5,19.5,75.11
2470,47085,21883.0,16.4,18.1,15.3,75.13
2471,47087,18452.0,24.1,23.1,26.1,74.03
2472,47089,21603.0,16.6,19.8,18.9,76.3
2473,47091,17273.0,23.3,25.2,25.8,75.76
2474,47093,28255.0,15.3,12.7,10.1,76.83
2475,47095,11875.0,29.7,26.0,28.5,72.81
2476,47097,15715.0,26.3,22.7,25.1,74.28
2477,47099,19298.0,19.4,17.1,21.0,75.33
2478,47101,17962.0,19.8,19.4,20.9,74.96
2479,47103,21686.0,16.3,19.6,17.7,75.84
2480,47105,28191.0,15.7,16.7,14.4,77.92
2481,47107,20615.0,18.5,19.2,17.5,75.34
2482,47109,17516.0,22.7,20.2,21.2,73.78
2483,47111,17386.0,21.2,18.9,25.6,74.14
2484,47113,23398.0,20.1,15.7,13.3,76.53
2485,47115,21127.0,20.3,22.8,23.2,74.61
2486,47117,21241.0,15.5,16.6,18.3,76.0
2487,47119,23259.0,16.1,14.7,13.6,76.37
2488,47121,18465.0,21.9,28.2,24.9,74.04
2489,47123,19880.0,19.0,19.4,22.1,75.76
2490,47125,22867.0,16.3,13.0,9.0,76.66
2491,47127,25687.0,12.3,17.4,16.2,79.03
2492,47129,16927.0,22.0,22.9,19.8,75.69
2493,47131,21929.0,19.1,18.4,18.9,75.28
2494,47133,18679.0,22.4,17.0,22.3,74.29
2495,47135,16597.0,23.8,19.3,22.7,74.24
2496,47137,20590.0,16.7,19.4,24.5,76.18
2497,47139,20825.0,18.9,20.9,22.4,74.55
2498,47141,21470.0,25.2,14.3,16.0,76.41
2499,47143,19764.0,23.0,24.2,23.2,75.18
2500,47145,23478.0,17.2,22.2,16.3,76.09
2501,47147,24049.0,12.3,13.2,14.1,75.68
2502,47149,25057.0,13.3,9.3,9.8,78.03
2503,47151,17680.0,27.7,21.5,24.8,73.4
2504,47153,22300.0,18.6,20.2,18.0,75.92
2505,47155,22125.0,15.4,17.6,18.2,76.67
2506,47157,25913.0,21.3,12.6,13.3,75.75
2507,47159,21354.0,15.9,17.4,19.3,74.71
2508,47161,21598.0,19.1,20.2,15.2,74.91
2509,47163,24085.0,18.0,19.6,15.3,76.42
2510,47165,28393.0,10.2,12.2,11.8,78.0
2511,47167,23205.0,13.1,14.9,14.8,75.24
2512,47169,20298.0,15.9,17.5,23.9,73.84
2513,47171,21162.0,20.7,23.9,22.8,74.98
2514,47173,18053.0,22.7,17.4,25.6,74.69
2515,47175,19945.0,21.6,22.1,19.8,75.93
2516,47177,20048.0,21.5,18.6,21.7,74.99
2517,47179,26083.0,17.9,16.8,12.9,76.49
2518,47181,15812.0,21.3,20.8,24.6,75.44
2519,47183,19516.0,21.5,16.6,16.4,76.77
2520,47185,17529.0,22.1,19.1,20.5,74.52
2521,47187,42675.0,5.6,7.4,5.2,81.86
2522,47189,28435.0,10.4,12.2,11.3,77.68
2523,48001,18623.0,18.2,13.0,19.8,73.41
2524,48003,29363.0,11.4,12.1,23.3,76.46
2525,48005,21521.0,20.0,19.2,20.8,76.06
2526,48007,25906.0,21.1,22.4,15.7,76.03
2527,48009,28250.0,10.9,15.2,12.7,79.29
2528,48011,27199.0,10.3,15.5,10.6,77.22
2529,48013,21957.0,15.6,13.4,24.2,77.73
2530,48015,27490.0,10.2,12.6,14.0,78.19
2531,48017,18082.0,20.9,12.1,35.3,78.22
2532,48019,26900.0,15.1,18.2,13.6,79.9
2533,48021,23605.0,15.9,13.1,20.4,77.47
2534,48023,30573.0,16.8,19.9,15.4,76.33
2535,48025,16509.0,23.3,18.1,28.6,77.87
2536,48027,23335.0,14.9,13.3,10.5,77.91
2537,48029,24525.0,17.8,13.3,17.0,78.65
2538,48031,28113.0,10.1,16.8,11.8,79.47
2539,48033,47823.0,1.0,12.7,7.9,79.62
2540,48035,24290.0,14.3,17.6,18.9,76.7
2541,48037,22977.0,19.4,15.4,12.9,75.69
2542,48039,30134.0,11.2,10.1,14.5,78.1
2543,48041,22243.0,29.3,8.800000000000002,14.7,79.92
2544,48043,27095.0,12.9,19.5,13.2,80.19
2545,48045,22197.0,20.4,12.2,23.4,77.56
2546,48047,14353.0,36.0,24.8,33.3,76.41
2547,48049,20533.0,19.2,13.2,15.3,75.63
2548,48051,23223.0,16.0,18.3,21.9,77.78
2549,48053,25757.0,16.7,18.9,15.3,78.87
2550,48055,20368.0,18.1,15.2,21.8,77.98
2551,48057,24142.0,19.7,18.9,21.0,77.26
2552,48059,22008.0,18.4,18.9,12.8,76.76
2553,48061,14898.0,34.8,13.3,35.9,80.14
2554,48063,18873.0,21.5,18.0,23.8,74.55
2555,48065,27062.0,6.6,11.2,10.4,77.85
2556,48067,20534.0,20.9,18.7,15.5,75.73
2557,48069,22198.0,19.5,10.1,28.7,78.56
2558,48071,30102.0,10.9,13.9,16.0,77.12
2559,48073,19683.0,23.2,14.1,21.9,76.24
2560,48075,20982.0,19.7,12.4,10.0,76.57
2561,48077,25729.0,13.7,20.2,12.2,77.57
2562,48079,18318.0,15.9,17.1,32.7,75.93
2563,48081,28741.0,11.9,17.8,11.5,76.65
2564,48083,21332.0,20.9,12.4,19.2,75.58
2565,48085,38575.0,7.9,6.4,6.6,82.0
2566,48087,21594.0,22.0,15.5,21.0,75.65
2567,48089,24112.0,17.4,14.0,18.1,77.07
2568,48091,33020.0,10.6,13.5,10.5,79.82
2569,48093,19125.0,25.7,17.8,22.9,77.17
2570,48095,20503.0,13.1,16.6,34.2,78.37
2571,48097,25823.0,14.5,14.8,14.9,77.22
2572,48099,19410.0,12.6,13.0,12.2,77.88
2573,48101,19813.0,20.4,20.8,26.5,77.46
2574,48103,24344.0,10.4,8.7,29.4,75.88
2575,48105,24862.0,16.8,11.8,31.6,77.17
2576,48107,19740.0,23.7,17.5,29.9,77.03
2577,48109,16120.0,29.1,24.5,34.8,78.67
2578,48111,20528.0,18.3,12.4,25.6,75.6
2579,48113,27195.0,19.3,9.5,22.3,78.29
2580,48115,19725.0,19.0,14.1,29.5,76.97
2581,48117,17855.0,19.1,10.5,30.0,77.58
2582,48119,20251.0,20.3,15.6,14.0,75.54
2583,48121,34528.0,8.9,7.8,8.0,80.8
2584,48123,26104.0,13.7,16.6,23.8,77.27
2585,48125,20353.0,15.8,20.5,23.2,77.23
2586,48127,20822.0,20.9,18.8,33.6,77.8
2587,48129,21264.0,14.9,17.6,16.0,76.46
2588,48131,21334.0,23.7,26.3,35.0,76.64
2589,48133,22171.0,20.7,21.6,16.9,75.33
2590,48135,25726.0,14.6,13.7,26.6,75.07
2591,48137,28407.0,15.9,20.1,27.7,79.51
2592,48139,25924.0,12.0,12.5,15.7,77.77
2593,48141,18705.0,23.4,12.8,25.2,79.79
2594,48143,21306.0,23.9,11.2,17.2,78.45
2595,48145,16749.0,21.9,19.0,24.9,76.13
2596,48147,20784.0,17.7,17.3,18.1,75.87
2597,48149,28403.0,11.5,12.7,19.9,79.26
2598,48151,25235.0,14.1,16.5,18.2,77.71
2599,48153,22375.0,22.9,13.9,23.6,78.25
2600,48155,21105.0,6.9,28.8,21.3,77.59
