,FIPS,Per_Capita_Income,Poverty,Disability,NoHighSchoolDiploma,LifeExpectancy
1054,21123,20051.0,17.9,18.6,19.0,76.69
1055,21125,19375.0,23.3,18.2,25.7,75.49
1056,21127,19037.0,23.5,24.9,23.1,73.37
1057,21129,15059.0,33.4,34.0,28.5,71.61
1058,21131,16708.0,23.9,30.0,35.5,71.17
1059,21133,18163.0,24.5,28.2,24.8,72.35
1060,21135,15764.0,33.0,23.1,26.4,74.84
1061,21137,18192.0,25.0,20.9,20.9,75.37
1062,21139,20700.0,15.4,22.0,17.9,75.37
1063,21141,19063.0,21.4,16.2,22.8,75.81
1064,21143,23621.0,13.9,23.7,14.2,76.61
1065,21145,26571.0,17.4,16.8,12.8,76.41
1066,21147,11287.0,37.7,28.7,29.7,72.85
1067,21149,20789.0,19.2,17.9,19.3,75.59
1068,21151,21535.0,21.7,15.6,14.4,77.19
1069,21153,15838.0,26.8,27.0,32.1,72.6
1070,21155,18741.0,17.0,15.0,18.5,76.62
1071,21157,23595.0,10.7,15.1,13.9,76.46
1072,21159,15406.0,33.9,31.3,27.3,72.56
1073,21161,23694.0,19.9,16.5,18.9,75.0
1074,21163,23229.0,16.1,15.7,13.7,77.29
1075,21165,16464.0,28.8,23.7,28.6,74.79
1076,21167,22614.0,17.8,19.4,16.2,76.03
1077,21169,17265.0,21.7,23.0,26.3,74.69
1078,21171,17571.0,25.8,23.3,24.4,73.83
1079,21173,21057.0,25.2,19.4,19.7,75.98
1080,21175,16379.0,29.7,23.2,28.3,75.65
1081,21177,19200.0,21.2,20.2,22.5,75.03
1082,21179,23531.0,17.3,16.4,13.4,77.42
1083,21181,21276.0,16.1,16.0,19.2,73.84
1084,21183,18991.0,22.2,21.3,22.6,76.01
1085,21185,34113.0,6.5,8.1,8.1,79.56
1086,21187,22346.0,15.1,18.5,14.3,76.62
1087,21189,14591.0,39.2,34.0,36.8,70.21
1088,21191,23755.0,14.9,16.8,16.4,75.63
1089,21193,18606.0,26.6,26.3,30.0,70.6
1090,21195,19749.0,24.1,30.2,28.3,72.41
1091,21197,16544.0,27.5,25.5,26.4,71.6
1092,21199,20348.0,26.0,20.9,19.9,75.19
1093,21201,17326.0,26.6,18.7,28.8,74.98
1094,21203,17146.0,25.0,23.1,23.1,74.17
1095,21205,18168.0,26.0,16.2,19.9,75.91
1096,21207,17181.0,27.0,21.5,27.7,75.58
1097,21209,27906.0,10.6,12.8,12.1,78.07
1098,21211,27152.0,12.4,12.1,14.8,78.42
1099,21213,18840.0,19.6,14.5,15.3,75.86
1100,21215,26564.0,6.9,14.1,11.8,77.64
1101,21217,18430.0,22.9,17.8,18.4,76.02
1102,21219,18592.0,19.9,16.6,22.3,75.78
1103,21221,24982.0,15.5,16.7,17.2,76.29
1104,21223,22804.0,16.5,18.1,15.2,76.32
1105,21225,19611.0,28.5,20.0,17.2,75.23
1106,21227,24012.0,19.1,14.3,13.1,77.26
1107,21229,19818.0,16.8,17.2,18.1,77.76
1108,21231,15935.0,25.5,25.6,32.4,75.52
1109,21233,20983.0,14.4,20.6,22.2,75.22
1110,21235,16406.0,24.1,21.4,25.4,72.59
1111,21237,13455.0,44.3,29.7,36.0,71.15
1112,21239,29995.0,12.9,13.6,11.7,78.17
1113,22001,20264.0,19.9,18.2,27.5,74.23
1114,22003,19259.0,16.8,19.2,22.4,77.13
1115,22005,28834.0,12.8,11.8,11.3,77.14
1116,22007,23085.0,17.0,18.0,28.0,76.84
1117,22009,17899.0,22.1,19.8,29.3,74.03
1118,22011,23451.0,18.7,20.4,15.9,75.09
1119,22013,20622.0,27.5,21.5,20.3,73.9
1120,22015,27199.0,13.6,12.4,12.2,77.14
1121,22017,24673.0,21.1,14.8,14.3,74.89
1122,22019,24521.0,17.2,16.8,14.9,75.13
1123,22021,22752.0,19.7,16.7,26.7,73.06
1124,22023,29450.0,8.3,17.9,18.3,78.15
1125,22025,21237.0,20.9,18.1,27.2,73.17
1126,22027,17672.0,29.3,20.5,23.7,75.48
1127,22029,16931.0,32.1,18.6,24.7,73.94
1128,22031,22027.0,25.1,17.7,20.7,74.86
1129,22033,27558.0,19.3,12.6,11.2,76.35
1130,22035,12129.0,46.6,15.4,32.3,72.17
1131,22037,21370.0,18.2,17.9,18.6,72.64
1132,22039,18535.0,25.6,20.4,31.8,74.05
1133,22041,17816.0,31.3,18.4,27.3,73.62
1134,22043,18415.0,18.1,20.1,21.6,74.75
1135,22045,23562.0,20.3,16.2,23.0,75.44
1136,22047,21576.0,19.6,17.0,23.3,74.92
1137,22049,18875.0,24.6,20.2,18.6,75.07
1138,22051,27067.0,16.8,13.1,16.0,77.28
1139,22053,21656.0,21.4,21.3,21.1,74.73
1140,22055,29332.0,16.3,11.9,14.3,77.49
1141,22057,25010.0,14.6,16.3,25.8,76.89
1142,22059,21998.0,17.5,16.8,20.4,74.77
1143,22061,21150.0,31.0,13.6,15.0,77.43
1144,22063,25508.0,13.7,14.8,16.0,75.61
1145,22065,14526.0,38.6,13.6,26.0,71.57
1146,22067,17969.0,27.3,17.0,23.0,72.8
1147,22069,20607.0,27.1,17.0,18.8,75.61
1148,22071,27255.0,27.7,13.6,15.2,75.8
1149,22073,22160.0,24.3,12.0,15.8,75.46
1150,22075,26672.0,13.7,10.3,20.3,76.84
1151,22077,24552.0,18.4,17.0,18.4,75.81
1152,22079,22106.0,20.6,19.8,16.6,75.22
1153,22081,21395.0,21.9,15.2,24.1,73.99
1154,22083,19440.0,21.3,12.1,21.2,74.34
1155,22085,23058.0,22.1,18.3,18.4,75.4
1156,22087,21079.0,17.1,12.7,18.1,74.31
1157,22089,26623.0,12.5,12.7,13.4,76.82
1158,22091,19582.0,28.7,24.0,18.1,74.73
1159,22093,24757.0,16.9,15.4,16.2,76.69
1160,22095,22785.0,17.6,14.9,19.0,75.0
1161,22097,19282.0,27.7,13.5,23.3,74.03
1162,22099,22783.0,18.8,14.9,22.8,75.92
1163,22101,21616.0,22.3,19.1,26.3,75.16
1164,22103,30948.0,10.8,14.4,11.8,77.64
1165,22105,21262.0,21.7,19.8,19.9,74.26
1166,22107,16819.0,36.3,14.2,23.9,74.35
1167,22109,23999.0,18.1,15.4,24.4,75.4
1168,22111,19437.0,28.2,15.2,17.4,75.33
1169,22113,23303.0,17.3,14.4,23.7,76.52
1170,22115,21609.0,13.2,17.8,12.8,75.98
1171,22117,17459.0,25.9,23.5,23.8,72.79
1172,22119,20623.0,23.2,19.7,21.0,74.14
1173,22121,25296.0,18.9,14.2,15.7,75.93
1174,22123,19296.0,26.7,14.7,28.0,75.22
1175,22125,21916.0,17.7,15.6,24.1,76.75
1176,22127,17508.0,25.7,21.5,23.3,74.28
1177,23001,24734.0,16.1,16.5,11.4,78.28
1178,23003,21933.0,17.1,22.0,13.7,78.71
1179,23005,33844.0,11.7,11.5,6.2,80.37
1180,23007,22576.0,15.3,16.9,8.1,79.22
1181,23009,28077.0,14.1,15.9,6.6,79.79
1182,23011,25636.0,13.5,16.8,9.1,78.53
1183,23013,28062.0,11.3,16.0,6.7,80.29
1184,23015,28798.0,11.5,14.9,7.3,80.11
1185,23017,21577.0,15.9,17.9,10.1,78.47
1186,23019,24076.0,16.9,17.4,9.3,78.64
1187,23021,22796.0,19.9,23.8,11.0,78.03
1188,23023,29879.0,11.6,14.7,6.1,79.99
1189,23025,21765.0,17.1,17.8,12.6,78.05
1190,23027,23729.0,16.7,16.5,8.1,79.34
1191,23029,21450.0,19.0,20.0,12.5,77.22
1192,23031,29741.0,10.6,14.1,8.0,80.15
1193,24001,21653.0,17.3,18.2,12.6,77.6
1194,24003,41315.0,5.9,9.5,8.9,79.16
1195,24005,34701.0,9.1,11.3,9.8,79.52
1196,24009,38633.0,5.8,10.1,7.5,79.25
1197,24011,25193.0,15.3,14.5,16.9,76.42
1198,24013,36936.0,5.5,9.1,7.7,79.28
1199,24015,29025.0,10.6,12.1,12.6,77.01
1200,24017,37223.0,7.6,9.1,8.4,78.63
1201,24019,26755.0,16.9,16.6,17.6,77.03
1202,24021,37254.0,6.2,10.0,8.3,80.42
1203,24023,24974.0,13.3,13.9,12.9,78.86
1204,24025,35763.0,7.7,10.1,7.1,79.54
1205,24027,48243.0,5.1,7.0,4.8,82.98
1206,24029,28411.0,11.8,15.4,13.4,79.02
1207,24031,48916.0,6.9,7.7,8.7,81.48
1208,24033,32637.0,9.7,8.5,14.4,81.48
1209,24035,38392.0,7.4,10.2,8.2,79.83
1210,24037,36602.0,6.8,11.0,9.0,78.83
1211,24039,16471.0,23.7,15.8,21.0,76.94
1212,24041,37661.0,10.4,12.9,11.7,80.45
1213,24043,27173.0,12.7,15.1,13.9,78.07
1214,24045,26298.0,17.4,11.7,13.0,77.03
1215,24047,33376.0,11.1,14.4,10.7,79.32
1216,24510,25062.0,24.2,15.4,19.1,72.14
1217,25001,36964.0,9.7,13.0,5.0,80.75
1218,25003,30168.0,12.7,14.3,9.4,80.12
1219,25005,29173.0,12.7,13.9,17.8,79.2
1220,25007,33738.0,11.3,7.5,6.6,82.05
1221,25009,36035.0,11.3,11.5,10.8,80.51
1222,25011,29658.0,11.9,14.0,8.1,80.27
1223,25013,26249.0,17.7,15.8,15.9,78.85
1224,25015,29884.0,13.9,10.4,6.4,80.76
1225,25017,43667.0,8.4,8.9,7.9,81.63
1226,25019,47548.0,9.2,7.3,5.7,81.6
1227,25021,45375.0,6.5,9.7,6.3,81.38
1228,25023,35869.0,7.7,11.3,7.9,79.63
1229,25025,33522.0,21.2,12.0,16.0,79.89
1230,25027,32072.0,11.6,11.4,10.4,79.66
1231,26001,23304.0,15.7,21.9,12.5,78.26
1232,26003,20798.0,13.9,18.8,10.8,79.49
1233,26005,24599.0,13.7,11.6,10.0,79.13
1234,26007,21975.0,17.5,18.2,11.1,78.7
1235,26009,25725.0,14.1,14.5,9.2,80.13
1236,26011,20663.0,18.8,20.3,15.1,77.24
1237,26013,17319.0,15.3,16.5,19.8,78.01
1238,26015,25264.0,11.2,14.1,8.6,79.35
1239,26017,24538.0,15.6,15.8,11.0,78.37
1240,26019,25433.0,12.0,18.3,9.2,79.66
1241,26021,24304.0,17.6,14.0,11.7,77.66
1242,26023,20823.0,18.2,14.3,13.0,78.04
1243,26025,23202.0,17.2,15.4,10.8,77.04
1244,26027,23222.0,14.3,15.2,12.1,78.49
1245,26029,27231.0,13.4,15.6,8.7,80.05
1246,26031,23648.0,17.8,19.5,11.6,79.22
1247,26033,20563.0,18.7,18.3,10.6,79.57
1248,26035,18572.0,27.1,23.0,16.0,76.22
1249,26037,28889.0,11.6,10.8,6.6,80.62
1250,26039,21964.0,14.6,21.1,14.2,77.96
1251,26041,22525.0,17.2,18.2,8.800000000000002,79.75
1252,26043,24948.0,13.4,15.5,6.9,79.73
1253,26045,27089.0,10.4,13.6,6.8,79.66
1254,26047,30861.0,11.0,13.0,5.8,80.05
1255,26049,22536.0,21.2,16.1,11.0,76.06
1256,26051,20753.0,19.9,20.4,15.5,77.62
1257,26053,20570.0,20.3,17.5,7.7,78.56
1258,26055,28400.0,11.7,12.3,6.6,80.57
1259,26057,18922.0,18.8,15.6,11.2,78.45
1260,26059,20888.0,20.1,15.1,12.7,78.33
1261,26061,19883.0,22.2,12.1,8.5,79.0
1262,26063,22739.0,15.5,17.2,12.5,78.39
1263,26065,25010.0,22.3,12.1,8.7,78.69
1264,26067,20549.0,15.4,15.1,11.7,78.44
1265,26069,23262.0,18.5,22.5,12.9,77.38
1266,26071,22092.0,14.6,20.1,9.0,79.24
1267,26073,19698.0,31.8,12.4,9.5,79.06
1268,26075,22879.0,17.5,15.2,10.3,77.84
1269,26077,25943.0,19.1,12.9,7.3,79.11
1270,26079,20445.0,17.0,17.0,13.8,77.85
1271,26081,26436.0,15.5,11.0,10.7,79.78
1272,26083,25197.0,18.0,20.9,7.7,80.2
1273,26085,16275.0,30.5,25.9,17.7,76.82
1274,26087,24102.0,11.6,13.7,9.4,78.64
1275,26089,32883.0,11.1,12.6,5.5,83.1
1276,26091,22834.0,14.5,15.1,10.1,78.69
1277,26093,32681.0,6.0,9.5,5.2,80.2
1278,26095,17951.0,20.0,25.9,14.0,78.65
1279,26097,23453.0,15.7,19.9,12.8,79.13
1280,26099,27145.0,12.8,13.6,11.5,78.44
1281,26101,22649.0,17.8,18.8,10.5,78.87
1282,26103,23760.0,16.8,12.8,5.8,79.31
1283,26105,23563.0,15.9,16.7,9.3,78.73
1284,26107,19783.0,23.4,15.6,10.4,79.19
1285,26109,22705.0,15.1,17.0,9.3,79.74
1286,26111,29408.0,13.2,13.3,7.2,80.54
1287,26113,20594.0,16.1,16.9,13.1,78.49
1288,26115,26617.0,11.8,12.9,10.3,78.27
1289,26117,19371.0,18.9,18.1,12.9,77.78
1290,26119,20209.0,15.8,25.7,13.9,77.43
1291,26121,21037.0,20.3,15.4,11.6,77.65
1292,26123,20713.0,19.4,17.3,14.0,78.1
1293,26125,37089.0,10.4,11.4,7.0,79.98
1294,26127,19459.0,20.3,17.5,15.2,78.86
1295,26129,20600.0,21.5,23.1,14.9,76.67
1296,26131,21364.0,16.3,16.5,10.3,78.4
1297,26133,18670.0,22.3,17.6,12.7,78.21
1298,26135,18611.0,18.9,21.9,17.2,77.35
1299,26137,24695.0,13.4,15.2,8.2,79.21
1300,26139,25919.0,10.7,9.7,8.800000000000002,81.45
1301,26141,22938.0,13.7,19.2,12.7,79.7
1302,26143,23074.0,22.1,25.2,14.0,77.13
1303,26145,22891.0,18.1,15.7,12.1,77.66
1304,26147,24820.0,15.2,16.2,10.7,77.75
1305,26149,21122.0,17.8,13.4,15.3,77.23
1306,26151,21298.0,15.6,16.0,12.0,78.27
1307,26153,21038.0,20.2,20.5,11.7,78.61
1308,26155,23206.0,15.5,15.3,8.9,77.88
1309,26157,21449.0,15.3,17.9,11.8,78.08
1310,26159,22034.0,19.2,14.3,13.5,77.69
1311,26161,34258.0,15.2,8.5,5.7,81.09
1312,26163,22643.0,24.8,16.0,15.6,75.33
1313,26165,20473.0,18.9,16.3,11.2,77.83
1314,27001,25378.0,11.9,18.3,9.6,80.35
1315,27003,31474.0,7.6,9.3,6.6,81.18
1316,27005,25899.0,13.5,12.2,9.5,79.01
1317,27007,22120.0,20.5,12.2,9.9,78.41
1318,27009,24791.0,14.2,12.5,8.4,79.49
1319,27011,27698.0,13.2,16.4,10.3,79.89
1320,27013,26181.0,18.9,9.2,5.8,81.02
1321,27015,27801.0,8.4,10.6,9.2,81.26
1322,27017,24508.0,13.7,11.5,6.8,78.5
1323,27019,38638.0,4.4,6.1,4.5,82.8
1324,27021,25525.0,17.0,16.0,8.800000000000002,78.64
1325,27023,26402.0,11.2,13.3,11.7,80.65
1326,27025,29293.0,6.4,11.3,6.3,80.34
1327,27027,25398.0,12.9,10.3,6.1,80.53
1328,27029,22773.0,16.7,16.6,14.2,78.35
1329,27031,33598.0,8.7,11.7,4.8,82.03
1330,27033,24275.0,16.2,13.8,11.4,81.25
1331,27035,26974.0,11.8,14.3,7.4,80.44
1332,27037,35755.0,7.8,8.3,5.2,81.9
1333,27039,29786.0,6.7,7.9,6.5,81.62
1334,27041,28755.0,10.0,11.5,6.5,81.56
1335,27043,25834.0,13.2,12.9,10.0,80.59
1336,27045,26051.0,11.4,11.7,9.8,81.16
1337,27047,26083.0,11.5,13.2,12.2,80.76
1338,27049,30408.0,10.4,10.4,7.8,80.66
1339,27051,27195.0,9.9,15.1,8.3,80.26
1340,27053,38125.0,12.9,9.4,7.3,81.0
1341,27055,26719.0,11.3,11.3,8.0,81.74
1342,27057,25050.0,12.6,14.1,7.8,80.65
1343,27059,26406.0,7.2,11.5,8.3,80.38
1344,27061,24578.0,13.1,15.7,7.5,79.17
1345,27063,27942.0,11.1,10.7,8.5,81.73
1346,27065,22705.0,14.8,15.4,12.9,80.04
1347,27067,27550.0,13.4,11.7,11.4,81.17
1348,27069,27867.0,10.3,14.4,9.9,78.98
1349,27071,24993.0,15.9,17.7,10.9,79.3
1350,27073,28913.0,8.3,15.2,8.3,81.29
1351,27075,28058.0,13.5,13.4,5.7,80.02
1352,27077,23073.0,7.2,12.4,8.5,80.16
1353,27079,28179.0,9.1,9.3,9.7,81.46
1354,27081,25764.0,9.7,13.6,8.3,80.48
1355,27083,27787.0,14.0,10.7,7.6,80.75
1356,27085,27330.0,7.8,10.4,8.6,81.3
1357,27087,19175.0,26.7,14.0,16.0,76.75
1358,27089,27877.0,7.7,12.6,11.4,82.05
1359,27091,27629.0,10.6,13.1,11.7,81.16
1360,27093,26726.0,10.3,11.0,8.9,80.63
1361,27095,23510.0,12.8,14.8,11.6,78.72
1362,27097,24091.0,12.1,12.5,10.8,80.28
1363,27099,25209.0,14.9,12.6,12.6,81.63
1364,27101,29107.0,10.0,12.7,10.4,81.53
1365,27103,27561.0,10.7,9.6,6.5,81.99
1366,27105,23068.0,16.2,11.0,21.0,81.35
1367,27107,24886.0,13.0,11.2,11.3,79.27
1368,27109,34891.0,8.7,8.6,6.0,82.24
1369,27111,27379.0,11.0,13.3,9.3,80.45
1370,27113,25584.0,9.0,13.2,9.9,79.73
1371,27115,22129.0,15.2,15.3,11.4,79.3
1372,27117,25102.0,11.7,12.5,14.5,80.33
1373,27119,25823.0,13.0,13.5,10.4,78.94
1374,27121,29260.0,9.6,13.9,7.4,80.92
1375,27123,30076.0,16.8,11.2,10.1,79.98
1376,27125,24278.0,11.8,12.5,9.8,79.29
1377,27127,26119.0,10.6,13.3,12.0,80.04
1378,27129,28228.0,11.9,12.1,11.1,79.67
1379,27131,26192.0,11.8,8.4,10.5,81.12
1380,27133,25586.0,13.6,11.7,9.9,79.89
1381,27135,25787.0,10.3,11.1,8.5,80.24
1382,27137,26510.0,17.0,13.9,7.0,79.24
1383,27139,35690.0,5.7,6.7,5.4,81.95
1384,27141,29440.0,7.8,8.6,6.4,81.12
1385,27143,26709.0,10.8,10.8,11.0,80.88
1386,27145,26502.0,13.4,10.1,8.5,82.1
1387,27147,27596.0,11.0,10.8,8.3,81.68
1388,27149,27693.0,17.2,11.2,8.800000000000002,82.22
1389,27151,27546.0,10.4,14.9,11.2,81.13
1390,27153,23062.0,16.1,13.2,13.3,80.71
1391,27155,29000.0,9.3,16.6,9.6,81.04
1392,27157,29307.0,7.6,11.0,7.3,81.65
1393,27159,21384.0,17.2,16.7,11.4,78.83
1394,27161,25991.0,9.9,11.5,8.1,81.59
1395,27163,37841.0,5.7,8.2,4.0,81.97
1396,27165,26298.0,9.9,11.1,15.3,80.84
1397,27167,26557.0,9.2,12.0,9.3,79.5
1398,27169,24050.0,15.1,10.4,9.6,80.99
1399,27171,30292.0,6.3,7.5,5.9,81.17
1400,27173,26487.0,13.2,12.2,8.800000000000002,80.85
1401,28001,17656.0,30.0,17.0,20.5,74.09
1402,28003,18758.0,22.5,19.6,21.4,74.16
1403,28005,17140.0,26.1,26.2,25.3,76.19
1404,28007,17894.0,27.1,20.2,23.9,73.58
1405,28009,19734.0,21.6,18.7,27.1,74.64
1406,28011,16666.0,34.8,12.3,25.3,71.72
1407,28013,17419.0,25.3,20.1,30.1,74.73
1408,28015,19945.0,22.1,16.0,22.5,76.49
1409,28017,16750.0,25.4,16.5,27.2,75.35
1410,28019,17359.0,25.2,23.2,19.3,76.48
1411,28021,11962.0,36.4,13.8,22.3,73.11
1412,28023,18584.0,24.1,25.7,22.8,75.04
1413,28025,18797.0,27.5,16.8,21.1,75.1
1414,28027,15858.0,37.4,15.6,22.9,71.14
1415,28029,18201.0,26.7,15.9,20.6,74.47
1416,28031,16733.0,28.4,23.4,22.3,73.58
1417,28033,25593.0,9.9,10.7,11.1,76.96
1418,28035,20075.0,28.5,20.8,16.2,74.73
1419,28037,21294.0,18.4,18.4,18.1,74.86
1420,28039,20979.0,18.1,18.9,17.8,73.18
1421,28041,15427.0,16.9,22.1,26.0,75.1
1422,28043,20594.0,22.7,19.3,22.1,72.67
1423,28045,22774.0,19.8,17.1,15.0,76.3
1424,28047,22224.0,20.0,15.0,14.4,74.99
1425,28049,20897.0,24.8,12.9,14.6,75.4
1426,28051,11914.0,43.9,12.7,29.6,71.01
1427,28053,12938.0,40.5,16.7,34.4,71.9
1428,28055,14548.0,31.6,27.1,40.5,75.74
1429,28057,19238.0,16.9,21.0,21.1,74.65
1430,28059,24162.0,15.6,17.1,12.4,75.69
1431,28061,18398.0,22.2,22.7,22.0,74.89
1432,28063,12518.0,47.9,17.8,20.2,73.35
1433,28065,15782.0,28.8,19.4,22.7,73.59
1434,28067,19673.0,23.2,18.6,21.9,74.95
1435,28069,14837.0,30.6,19.3,22.1,76.61
1436,28071,21838.0,26.1,10.5,12.7,76.82
1437,28073,26293.0,16.1,15.5,9.5,77.9
1438,28075,21669.0,23.3,18.1,15.0,74.89
1439,28077,20186.0,19.6,17.3,18.6,73.88
1440,28079,17178.0,27.3,20.4,25.2,72.83
1441,28081,22496.0,19.2,16.7,16.5,74.65
1442,28083,14663.0,41.1,11.5,26.9,72.73
1443,28085,18597.0,25.3,15.9,17.1,74.53
1444,28087,21213.0,25.0,16.7,17.3,76.06
1445,28089,34334.0,13.1,9.7,10.1,73.8
1446,28091,18712.0,30.1,20.6,24.5,72.65
1447,28093,18526.0,19.4,14.9,24.9,73.4
1448,28095,18576.0,21.3,18.6,22.4,75.67
1449,28097,16761.0,27.4,18.1,26.0,73.74
1450,28099,18888.0,22.7,19.7,22.9,73.06
1451,28101,21157.0,21.8,19.4,16.6,74.31
1452,28103,14070.0,35.1,21.7,32.9,74.97
1453,28105,20766.0,33.4,11.9,13.4,77.93
1454,28107,19319.0,24.6,16.0,22.2,72.7
1455,28109,20117.0,21.9,18.5,17.4,74.9
1456,28111,16814.0,20.8,28.3,19.6,74.32
1457,28113,17671.0,27.5,20.0,21.4,73.42
1458,28115,19481.0,16.2,17.3,22.0,76.97
1459,28117,17595.0,23.4,22.6,25.7,75.92
1460,28119,14685.0,38.6,15.7,33.0,71.48
1461,28121,27508.0,11.4,13.5,10.8,78.4
1462,28123,16965.0,25.2,20.4,28.3,74.16
1463,28125,15600.0,32.2,22.0,22.1,72.88
1464,28127,18728.0,24.1,16.6,21.4,74.32
1465,28129,21173.0,22.7,19.9,19.1,75.03
1466,28131,19130.0,18.5,17.2,15.0,73.98
1467,28133,13936.0,35.8,13.4,30.7,71.61
1468,28135,13460.0,28.5,17.1,33.4,74.02
1469,28137,21795.0,17.2,16.6,19.6,74.89
1470,28139,18954.0,24.9,22.2,25.3,74.03
1471,28141,18350.0,16.6,22.6,22.7,73.69
1472,28143,15298.0,29.6,14.4,24.2,70.93
1473,28145,19116.0,24.0,18.5,23.0,76.15
1474,28147,17684.0,24.5,21.2,22.3,74.59
1475,28149,22368.0,23.2,12.9,14.9,74.3
1476,28151,16738.0,37.5,20.7,23.8,71.81
1477,28153,19040.0,29.5,22.6,26.7,74.58
1478,28155,20392.0,22.7,19.6,16.7,73.01
1479,28157,16458.0,28.4,25.9,27.4,72.38
1480,28159,19172.0,30.3,17.9,22.4,75.08
1481,28161,18727.0,22.2,22.4,21.4,73.35
1482,28163,14269.0,36.2,18.5,24.2,73.51
1483,29001,19076.0,26.1,12.2,12.6,77.97
1484,29003,26086.0,9.3,13.2,9.3,78.74
1485,29005,25538.0,11.7,18.3,11.1,78.39
1486,29007,19797.0,17.4,16.4,15.0,77.47
1487,29009,19680.0,20.0,18.0,18.4,76.95
1488,29011,20275.0,22.2,17.9,14.5,77.97
1489,29013,21369.0,20.4,19.7,15.9,76.84
1490,29015,19412.0,19.7,21.8,15.0,76.58
1491,29017,20186.0,22.0,23.2,19.9,76.52
1492,29019,27098.0,20.1,10.3,6.8,79.82
1493,29021,22839.0,17.7,15.5,13.2,76.56
1494,29023,19186.0,19.3,23.3,20.2,74.24
1495,29025,22135.0,14.8,17.2,13.0,77.47
1496,29027,22901.0,14.7,15.1,13.3,77.89
1497,29029,23251.0,16.7,17.8,11.6,78.79
1498,29031,23684.0,17.3,14.5,12.0,78.57
1499,29033,23424.0,13.5,15.5,13.1,77.36
1500,29035,19318.0,23.0,20.7,22.6,73.92
1501,29037,28013.0,9.6,12.2,7.8,78.41
1502,29039,17744.0,23.4,21.6,17.1,76.71
1503,29041,20300.0,16.9,19.6,16.6,78.69
1504,29043,25428.0,10.7,10.8,8.800000000000002,79.26
1505,29045,23583.0,16.1,16.3,14.5,77.3
1506,29047,29455.0,9.3,11.2,8.1,79.12
1507,29049,25307.0,9.9,12.5,8.3,76.44
1508,29051,26254.0,13.6,14.4,9.5,78.64
1509,29053,23193.0,16.5,13.7,12.3,77.93
1510,29055,19099.0,22.6,20.1,21.8,76.01
1511,29057,20360.0,22.1,17.4,15.4,76.96
1512,29059,17663.0,22.7,19.0,19.9,76.95
1513,29061,19726.0,16.0,15.5,15.3,77.54
1514,29063,17288.0,11.0,17.0,15.1,78.55
1515,29065,19589.0,20.1,25.6,21.8,76.0
1516,29067,16780.0,21.5,20.3,20.8,77.57
1517,29069,18158.0,26.7,21.7,28.1,72.62
1518,29071,24732.0,12.5,11.8,13.1,77.44
1519,29073,22067.0,15.3,19.4,16.4,77.55
1520,29075,20223.0,16.2,16.2,12.4,78.35
1521,29077,23765.0,19.1,13.6,9.6,78.13
1522,29079,19299.0,17.5,16.0,14.5,77.67
1523,29081,19648.0,15.5,18.9,15.5,78.48
1524,29083,22230.0,18.6,21.7,13.0,76.35
1525,29085,17804.0,24.0,23.5,17.7,77.25
1526,29087,23917.0,12.2,16.4,9.8,79.17
1527,29089,23082.0,17.2,14.6,13.6,78.61
1528,29091,18771.0,22.8,18.2,16.6,75.78
1529,29093,19984.0,22.1,27.2,21.2,72.72
1530,29095,26328.0,17.5,13.0,11.3,77.19
1531,29097,21904.0,17.8,14.5,14.7,76.09
1532,29099,25034.0,11.1,13.2,12.4,76.65
1533,29101,22394.0,17.4,11.5,9.0,78.26
1534,29103,22363.0,23.7,18.6,14.5,77.44
1535,29105,19218.0,19.4,19.1,18.4,76.29
1536,29107,24175.0,10.7,14.7,12.8,77.46
1537,29109,19463.0,18.4,15.7,16.6,76.84
1538,29111,19514.0,11.5,13.1,12.6,77.49
1539,29113,22006.0,15.1,16.6,15.1,77.32
1540,29115,18989.0,18.2,16.6,12.0,76.94
1541,29117,21882.0,15.8,15.1,13.0,77.92
1542,29119,18093.0,21.7,18.3,21.7,74.75
1543,29121,19970.0,19.2,15.9,12.9,77.49
1544,29123,17459.0,19.9,24.2,24.9,74.89
1545,29125,21316.0,17.4,20.1,16.7,77.46
1546,29127,22731.0,17.0,15.9,16.1,77.03
1547,29129,19906.0,18.0,16.1,12.1,78.92
1548,29131,19969.0,21.5,19.0,15.7,76.61
1549,29133,15032.0,29.7,22.8,27.1,73.66
1550,29135,19540.0,11.9,14.7,17.7,78.16
1551,29137,20303.0,15.4,16.6,10.7,78.35
1552,29139,20529.0,17.8,18.0,18.0,76.81
1553,29141,18445.0,21.4,21.5,19.7,76.01
1554,29143,20896.0,23.0,22.7,24.3,73.8
1555,29145,22350.0,14.8,15.8,14.5,77.17
1556,29147,18329.0,27.3,13.0,8.2,79.88
1557,29149,16877.0,26.0,24.4,19.1,76.08
1558,29151,23362.0,8.6,16.3,10.4,78.77
1559,29153,17324.0,20.7,21.9,17.1,76.11
1560,29155,17387.0,28.8,24.2,25.3,72.04
1561,29157,23539.0,11.7,15.8,14.7,78.63
1562,29159,20571.0,18.8,16.6,17.4,78.05
1563,29161,20900.0,19.3,15.5,12.6,77.26
1564,29163,18738.0,15.7,18.1,20.9,77.26
1565,29165,35333.0,7.4,9.6,5.3,80.39
1566,29167,19357.0,20.5,16.9,15.1,76.57
1567,29169,20019.0,12.9,15.9,10.6,76.26
1568,29171,20069.0,19.4,21.1,13.7,77.73
